ProdCodeId	DMDCode	TermfromEMIS	ProductName	drugsubstancename	substancestrength	formulation	routeofadministration	bnfcode	DrugIssues
12876341000033118	36491011000001101	Semaglutide 0.5mg/0.37ml solution for injection 1.5ml pre-filled disposable device	Semaglutide 0.5mg/0.37ml solution for injection 1.5ml pre-filled disposable device	Semaglutide	1.340mg/1.000ml	Solution for injection	Subcutaneous	6010203	70000
12880941000033111	36529511000001109	Ertugliflozin 5mg tablets	Ertugliflozin 5mg tablets	Ertugliflozin L-pyroglutamic acid	5.000mg	Tablet	Oral	6010203	4000
12881041000033118	36529411000001105	Ertugliflozin 15mg tablets	Ertugliflozin 15mg tablets	Ertugliflozin L-pyroglutamic acid	15.000mg	Tablet	Oral	6010203	2000
12902741000033119	36630511000001105	Insulin glargine 100units/ml / Lixisenatide 33micrograms/ml solution for injection 3ml pre-filled disposable devices	Insulin glargine 100units/ml / Lixisenatide 33micrograms/ml solution for injection 3ml pre-filled disposable devices	Insulin glargine/ Lixisenatide	100.000unit/1.000ml + 100.000unit/1.000ml + 33.000microgram/1.000ml	Solution for injection	Subcutaneous	6010102	20
12902841000033112	36630611000001109	Insulin glargine 100units/ml / Lixisenatide 50micrograms/ml solution for injection 3ml pre-filled disposable devices	Insulin glargine 100units/ml / Lixisenatide 50micrograms/ml solution for injection 3ml pre-filled disposable devices	Insulin glargine/ Lixisenatide	100.000unit/1.000ml + 100.000unit/1.000ml + 50.000microgram/1.000ml	Solution for injection	Subcutaneous	6010102	80
12998741000033119	36931811000001104	Insulin glargine 300units/ml solution for injection 3ml pre-filled disposable devices	Insulin glargine 300units/ml solution for injection 3ml pre-filled disposable devices	Insulin glargine	300.000unit/1.000ml + 300.000unit/1.000ml	Solution for injection	Subcutaneous	6010102	700
12998941000033116	36914911000001102	Gliclazide 160mg tablets	Gliclazide 160mg tablets	Gliclazide	160.000mg	Tablet	Oral	6010201	5000
13116741000033112	37280311000001109	Empagliflozin 10mg / Linagliptin 5mg tablets	Empagliflozin 10mg / Linagliptin 5mg tablets	Empagliflozin/ Linagliptin	10.000mg + 5.000mg	Tablet	Oral	6010203	700
13116841000033119	37280511000001103	Empagliflozin 25mg / Linagliptin 5mg tablets	Empagliflozin 25mg / Linagliptin 5mg tablets	Empagliflozin/ Linagliptin	25.000mg + 5.000mg	Tablet	Oral	6010203	500
13427341000033118	28440211000001102	Exenatide 2mg powder and solvent for prolonged-release suspension for injection pre-filled disposable devices	Exenatide 2mg powder and solvent for prolonged-release suspension for injection pre-filled disposable devices	Exenatide	2.000mg	Powder and solvent for prolonged-release suspension for inj	Subcutaneous	6010203	6000
13427541000033113	38082811000001104	Exenatide 2mg/0.85ml prolonged-release suspension for injection pre-filled disposable devices	Exenatide 2mg/0.85ml prolonged-release suspension for injection pre-filled disposable devices	Exenatide	2.353mg/1.000ml	Prolonged-release suspension for injection/	Subcutaneous	6010203	6000
13712241000033110	38840211000001106	Semaglutide 3mg tablets	Semaglutide 3mg tablets	Semaglutide	3.000mg	Tablet	Oral	6010203	5000
13712341000033117	38840311000001103	Semaglutide 7mg tablets	Semaglutide 7mg tablets	Semaglutide	7.000mg	Tablet	Oral	6010203	6000
13712441000033111	38840111000001100	Semaglutide 14mg tablets	Semaglutide 14mg tablets	Semaglutide	14.000mg	Tablet	Oral	6010203	3000
13753141000033118	39233411000001108	Dulaglutide 3mg/0.5ml solution for injection pre-filled disposable devices	Dulaglutide 3mg/0.5ml solution for injection pre-filled disposable devices	Dulaglutide	6.000mg/1.000ml	Solution for injection	Subcutaneous	6010203	9000
13753241000033113	39233511000001107	Dulaglutide 4.5mg/0.5ml solution for injection pre-filled disposable devices	Dulaglutide 4.5mg/0.5ml solution for injection pre-filled disposable devices	Dulaglutide	9.000mg/1.000ml	Solution for injection	Subcutaneous	6010203	2000
13803041000033110	39461411000001102	Metformin 1g tablets	Metformin 1g tablets	Metformin hydrochloride	1.000gram	Tablet	Oral	6010202	4000
13959441000033117	40389311000001102	Glucagon 1mg/0.2ml solution for injection pre-filled disposable devices	Glucagon 1mg/0.2ml solution for injection pre-filled disposable devices	Glucagon	5.000mg/1.000ml	Solution for injection	Subcutaneous	6010400	200
13959541000033116	40389411000001109	Glucagon 500micrograms/0.1ml solution for injection pre-filled disposable devices	Glucagon 500micrograms/0.1ml solution for injection pre-filled disposable devices	Glucagon	5.000mg/1.000ml	Solution for injection	Subcutaneous	6010400	40
211541000033119	318980005	Candesartan 16mg tablets	Candesartan 16mg tablets	Candesartan cilexetil	16.000mg	Tablet	Oral	2050502	8000000
211641000033118	318977009	Candesartan 2mg tablets	Candesartan 2mg tablets	Candesartan cilexetil	2.000mg	Tablet	Oral	2050502	2000000
211741000033110	318978004	Candesartan 4mg tablets	Candesartan 4mg tablets	Candesartan cilexetil	4.000mg	Tablet	Oral	2050502	7000000
211841000033117	318979007	Candesartan 8mg tablets	Candesartan 8mg tablets	Candesartan cilexetil	8.000mg	Tablet	Oral	2050502	10000000
213441000033119	318820009	Captopril 12.5mg tablets	Captopril 12.5mg tablets	Captopril	12.500mg	Tablet	Oral	2050501	1000000
214441000033117	318821008	Captopril 25mg tablets	Captopril 25mg tablets	Captopril	25.000mg	Tablet	Oral	2050501	2000000
214541000033116	318824000	Captopril 50mg tablets	Captopril 50mg tablets	Captopril	50.000mg	Tablet	Oral	2050501	1000000
258141000033110	39685211000001103	Cilazapril 1mg tablets	Cilazapril 1mg tablets	Cilazapril monohydrate	1.000mg	Tablet	Oral	2050501	30000
258241000033115	39685311000001106	Cilazapril 2.5mg tablets	Cilazapril 2.5mg tablets	Cilazapril monohydrate	2.500mg	Tablet	Oral	2050501	30000
258441000033119	39686011000001104	Cilazapril 500microgram tablets	Cilazapril 500microgram tablets	Cilazapril monohydrate	500.000microgram	Tablet	Oral	2050501	10000
258641000033117	39685911000001107	Cilazapril 5mg tablets	Cilazapril 5mg tablets	Cilazapril monohydrate	5.000mg	Tablet	Oral	2050501	50000
261841000033118	36089511000001100	Clonidine 250microgram modified-release capsules	Clonidine 250microgram modified-release capsules	Clonidine hydrochloride	250.000microgram	Modified-release capsule	Oral	2050200	3000
275641000033110	36089211000001103	Clonidine 150micrograms/1ml solution for injection ampoules	Clonidine 150micrograms/1ml solution for injection ampoules	Clonidine hydrochloride	150.000microgram/1.000ml	Solution for injection	Intravenous	2050200	2000
285841000033118	318667005	Clonidine 100microgram tablets	Clonidine 100microgram tablets	Clonidine hydrochloride	100.000microgram	Tablet	Oral	2050200	200000
287241000033110	318668000	Clonidine 300microgram tablets	Clonidine 300microgram tablets	Clonidine hydrochloride	300.000microgram	Tablet	Oral	2050200	6000
430641000033119	318724006	Debrisoquine 10mg tablets	Debrisoquine 10mg tablets	Debrisoquine sulfate	10.000mg	Tablet	Oral	2050300	10000
448841000033117	36097811000001109	Diazoxide 300mg/20ml solution for injection ampoules	Diazoxide 300mg/20ml solution for injection ampoules	Diazoxide	15.000mg/1.000ml	Solution for injection	Intravenous	2050100	20
480641000033111	318781001	Doxazosin 1mg tablets	Doxazosin 1mg tablets	Doxazosin mesilate	1.000mg	Tablet	Oral	2050400	5000000
480741000033119	318782008	Doxazosin 2mg tablets	Doxazosin 2mg tablets	Doxazosin mesilate	2.000mg	Tablet	Oral	2050400	9000000
480841000033112	318783003	Doxazosin 4mg tablets	Doxazosin 4mg tablets	Doxazosin mesilate	4.000mg	Tablet	Oral	2050400	10000000
522641000033110	318853004	Enalapril 10mg tablets	Enalapril 10mg tablets	Enalapril maleate	10.000mg	Tablet	Oral	2050501	6000000
522741000033118	318855006	Enalapril 20mg tablets	Enalapril 20mg tablets	Enalapril maleate	20.000mg	Tablet	Oral	2050501	7000000
522841000033111	318851002	Enalapril 5mg tablets	Enalapril 5mg tablets	Enalapril maleate	5.000mg	Tablet	Oral	2050501	5000000
523541000033115	318850001	Enalapril 2.5mg tablets	Enalapril 2.5mg tablets	Enalapril maleate	2.500mg	Tablet	Oral	2050501	2000000
609141000033111	318909008	Fosinopril 10mg tablets	Fosinopril 10mg tablets	Fosinopril sodium	10.000mg	Tablet	Oral	2050501	400000
609241000033116	318910003	Fosinopril 20mg tablets	Fosinopril 20mg tablets	Fosinopril sodium	20.000mg	Tablet	Oral	2050501	500000
655241000033111	36053311000001103	Guanethidine 10mg/1ml solution for injection ampoules	Guanethidine 10mg/1ml solution for injection ampoules	Guanethidine monosulfate	10.000mg/1.000ml	Solution for injection	Intramuscular	2050300	90
734141000033114	34193811000001100	Hydralazine 20mg powder for solution for injection ampoules	Hydralazine 20mg powder for solution for injection ampoules	Hydralazine hydrochloride	20.000mg	Powder for solution for injection	Intravenous	2050100	10
741941000033113	318649003	Hydralazine 25mg tablets	Hydralazine 25mg tablets	Hydralazine hydrochloride	25.000mg	Tablet	Oral	2050100	600000
742041000033119	318650003	Hydralazine 50mg tablets	Hydralazine 50mg tablets	Hydralazine hydrochloride	50.000mg	Tablet	Oral	2050100	300000
769841000033111	39696711000001101	Indoramin 25mg tablets	Indoramin 25mg tablets	Indoramin hydrochloride	25.000mg	Tablet	Oral	2050400	30000
775441000033117	318969005	Irbesartan 150mg tablets	Irbesartan 150mg tablets	Irbesartan	150.000mg	Tablet	Oral	2050502	5000000
775541000033116	318970006	Irbesartan 300mg tablets	Irbesartan 300mg tablets	Irbesartan	300.000mg	Tablet	Oral	2050502	5000000
775641000033115	318968002	Irbesartan 75mg tablets	Irbesartan 75mg tablets	Irbesartan	75.000mg	Tablet	Oral	2050502	2000000
837841000033110	318859000	Lisinopril 10mg tablets	Lisinopril 10mg tablets	Lisinopril	10.000mg	Tablet	Oral	2050501	20000000
837941000033119	318857003	Lisinopril 2.5mg tablets	Lisinopril 2.5mg tablets	Lisinopril	2.500mg	Tablet	Oral	2050501	7000000
838041000033116	318860005	Lisinopril 20mg tablets	Lisinopril 20mg tablets	Lisinopril	20.000mg	Tablet	Oral	2050501	20000000
838141000033117	318858008	Lisinopril 5mg tablets	Lisinopril 5mg tablets	Lisinopril	5.000mg	Tablet	Oral	2050501	10000000
851841000033117	318955005	Losartan 25mg tablets	Losartan 25mg tablets	Losartan potassium	25.000mg	Tablet	Oral	2050502	7000000
851941000033113	318956006	Losartan 50mg tablets	Losartan 50mg tablets	Losartan potassium	50.000mg	Tablet	Oral	2050502	20000000
892341000033112	8667311000001100	Methyldopa 250mg/5ml oral suspension	Methyldopa 250mg/5ml oral suspension	Methyldopa anhydrous	50.000mg/1.000ml	Oral suspension	Oral	2050200	2000
897341000033110	318671008	Methyldopa 125mg tablets	Methyldopa 125mg tablets	Methyldopa anhydrous	125.000mg	Tablet	Oral	2050200	100000
897441000033116	318672001	Methyldopa 250mg tablets	Methyldopa 250mg tablets	Methyldopa anhydrous	250.000mg	Tablet	Oral	2050200	800000
897541000033115	318673006	Methyldopa 500mg tablets	Methyldopa 500mg tablets	Methyldopa anhydrous	500.000mg	Tablet	Oral	2050200	300000
920641000033119	318657000	Minoxidil 10mg tablets	Minoxidil 10mg tablets	Minoxidil	10.000mg	Tablet	Oral	2050100	60000
920841000033118	318655008	Minoxidil 2.5mg tablets	Minoxidil 2.5mg tablets	Minoxidil	2.500mg	Tablet	Oral	2050100	40000
920941000033114	318656009	Minoxidil 5mg tablets	Minoxidil 5mg tablets	Minoxidil	5.000mg	Tablet	Oral	2050100	80000
938041000033113	318935009	Moexipril 15mg tablets	Moexipril 15mg tablets	Moexipril hydrochloride	15.000mg	Tablet	Oral	2050501	3000
938141000033112	318934008	Moexipril 7.5mg tablets	Moexipril 7.5mg tablets	Moexipril hydrochloride	7.500mg	Tablet	Oral	2050501	3000
938541000033115	318707000	Moxonidine 200microgram tablets	Moxonidine 200microgram tablets	Moxonidine	200.000microgram	Tablet	Oral	2050200	1000000
938641000033119	318708005	Moxonidine 400microgram tablets	Moxonidine 400microgram tablets	Moxonidine	400.000microgram	Tablet	Oral	2050200	800000
1067841000033115	318896009	Perindopril erbumine 2mg tablets	Perindopril erbumine 2mg tablets	Perindopril erbumine	2.000mg	Tablet	Oral	2050501	10000000
1067941000033111	318897000	Perindopril erbumine 4mg tablets	Perindopril erbumine 4mg tablets	Perindopril erbumine	4.000mg	Tablet	Oral	2050501	20000000
1070341000033119	318745004	Phenoxybenzamine 10mg capsules	Phenoxybenzamine 10mg capsules	Phenoxybenzamine hydrochloride	10.000mg	Capsule	Oral	2050400	10000
1131341000033118	318767003	Prazosin 500microgram tablets	Prazosin 500microgram tablets	Prazosin hydrochloride	500.000microgram	Tablet	Oral	2050400	300000
1131441000033112	318768008	Prazosin 1mg tablets	Prazosin 1mg tablets	Prazosin hydrochloride	1.000mg	Tablet	Oral	2050400	400000
1131541000033113	318769000	Prazosin 2mg tablets	Prazosin 2mg tablets	Prazosin hydrochloride	2.000mg	Tablet	Oral	2050400	200000
1131641000033114	318770004	Prazosin 5mg tablets	Prazosin 5mg tablets	Prazosin hydrochloride	5.000mg	Tablet	Oral	2050400	60000
1149241000033111	318885001	Quinapril 5mg tablets	Quinapril 5mg tablets	Quinapril hydrochloride	5.000mg	Tablet	Oral	2050501	200000
1149341000033118	318886000	Quinapril 10mg tablets	Quinapril 10mg tablets	Quinapril hydrochloride	10.000mg	Tablet	Oral	2050501	300000
1149441000033112	318887009	Quinapril 20mg tablets	Quinapril 20mg tablets	Quinapril hydrochloride	20.000mg	Tablet	Oral	2050501	300000
1149541000033113	318894007	Quinapril 40mg tablets	Quinapril 40mg tablets	Quinapril hydrochloride	40.000mg	Tablet	Oral	2050501	200000
1151341000033117	318900007	Ramipril 1.25mg capsules	Ramipril 1.25mg capsules	Ramipril	1.250mg	Capsule	Oral	2050501	10000000
1151441000033111	318901006	Ramipril 2.5mg capsules	Ramipril 2.5mg capsules	Ramipril	2.500mg	Capsule	Oral	2050501	30000000
1151541000033112	318902004	Ramipril 5mg capsules	Ramipril 5mg capsules	Ramipril	5.000mg	Capsule	Oral	2050501	30000000
1357141000033115	375899001	Sodium nitroprusside 50mg powder for solution for infusion vials	Sodium nitroprusside 50mg powder for solution for infusion vials	Sodium nitroprusside dihydrate	50.000mg	 Powder for solution for infusion	Intravenous	2050100	30
1423641000033114	35915811000001105	Terazosin 2mg tablets and Terazosin 1mg tablets	Terazosin 2mg tablets and Terazosin 1mg tablets			Not applicable	Route of administration not applicable	2050400	7000
1425341000033119	318779003	Terazosin 2mg tablets	Terazosin 2mg tablets	Terazosin hydrochloride	2.000mg	Tablet	Oral	2050400	300000
1429041000033118	318777001	Terazosin 10mg tablets	Terazosin 10mg tablets	Terazosin hydrochloride	10.000mg	Tablet	Oral	2050400	200000
1429141000033119	318776005	Terazosin 5mg tablets	Terazosin 5mg tablets	Terazosin hydrochloride	5.000mg	Tablet	Oral	2050400	300000
1453941000033115	318925003	Trandolapril 1mg capsules	Trandolapril 1mg capsules	Trandolapril	1.000mg	Capsule	Oral	2050501	200000
1454041000033118	318926002	Trandolapril 2mg capsules	Trandolapril 2mg capsules	Trandolapril	2.000mg	Capsule	Oral	2050501	600000
1454141000033119	318924004	Trandolapril 500microgram capsules	Trandolapril 500microgram capsules	Trandolapril	500.000microgram	Capsule	Oral	2050501	70000
1498241000033111	318963006	Valsartan 160mg capsules	Valsartan 160mg capsules	Valsartan	160.000mg	Capsule	Oral	2050502	2000000
1498341000033118	318961008	Valsartan 40mg capsules	Valsartan 40mg capsules	Valsartan	40.000mg	Capsule	Oral	2050502	1000000
1498441000033112	318962001	Valsartan 80mg capsules	Valsartan 80mg capsules	Valsartan	80.000mg	Capsule	Oral	2050502	3000000
1739741000033112	318944005	Imidapril 10mg tablets	Imidapril 10mg tablets	Imidapril hydrochloride	10.000mg	Tablet	Oral	2050501	80000
1739841000033119	318943004	Imidapril 5mg tablets	Imidapril 5mg tablets	Imidapril hydrochloride	5.000mg	Tablet	Oral	2050501	40000
1769841000033111	318906001	Ramipril 10mg capsules	Ramipril 10mg capsules	Ramipril	10.000mg	Capsule	Oral	2050501	40000000
1849541000033118	318986004	Telmisartan 40mg tablets	Telmisartan 40mg tablets	Telmisartan	40.000mg	Tablet	Oral	2050502	1000000
1849641000033117	318987008	Telmisartan 80mg tablets	Telmisartan 80mg tablets	Telmisartan	80.000mg	Tablet	Oral	2050502	1000000
1893141000033119	318806002	Co-zidocapt 12.5mg/25mg tablets	Co-zidocapt 12.5mg/25mg tablets	Captopril/ Hydrochlorothiazide	25.000mg + 12.500mg	Tablet	Oral	2050501	3000
1893241000033114	318807006	Co-zidocapt 25mg/50mg tablets	Co-zidocapt 25mg/50mg tablets	Captopril/ Hydrochlorothiazide	50.000mg + 25.000mg	Tablet	Oral	2050501	40000
2036341000033115	318994006	Eprosartan 300mg tablets	Eprosartan 300mg tablets	Eprosartan mesilate	300.000mg	Tablet	Oral	2050502	200000
2036441000033114	318995007	Eprosartan 400mg tablets	Eprosartan 400mg tablets	Eprosartan mesilate	400.000mg	Tablet	Oral	2050502	200000
2036541000033110	318996008	Eprosartan 600mg tablets	Eprosartan 600mg tablets	Eprosartan mesilate	600.000mg	Tablet	Oral	2050502	500000
2145841000033114	318942009	Imidapril 20mg tablets	Imidapril 20mg tablets	Imidapril hydrochloride	20.000mg	Tablet	Oral	2050501	40000
2272641000033119	134463001	Telmisartan 20mg tablets	Telmisartan 20mg tablets	Telmisartan	20.000mg	Tablet	Oral	2050502	500000
2273841000033111	39020411000001106	Doxazosin 4mg modified-release tablets	Doxazosin 4mg modified-release tablets	Doxazosin mesilate	4.000mg	Modified-release tablet	Oral	2050400	3000000
2273941000033115	39021111000001107	Doxazosin 8mg modified-release tablets	Doxazosin 8mg modified-release tablets	Doxazosin mesilate	8.000mg	Modified-release tablet	Oral	2050400	3000000
2635641000033111	408604009	Moxonidine 300microgram tablets	Moxonidine 300microgram tablets	Moxonidine	300.000microgram	Tablet	Oral	2050200	500000
2656341000033110	8351811000001102	Captopril 5mg/5ml oral suspension	Captopril 5mg/5ml oral suspension	Captopril	1.000mg/1.000ml	Oral suspension	Oral	2050501	7000
2719841000033113	8348311000001101	Captopril 20mg/5ml oral suspension	Captopril 20mg/5ml oral suspension	Captopril	4.000mg/1.000ml	Oral suspension	Oral	2050501	1000
2720141000033115	407784004	Losartan 100mg tablets	Losartan 100mg tablets	Losartan potassium	100.000mg	Tablet	Oral	2050502	10000000
2757941000033118	8671511000001109	Phenoxybenzamine 25mg/5ml oral suspension	Phenoxybenzamine 25mg/5ml oral suspension	Phenoxybenzamine hydrochloride	5.000mg/1.000ml	Oral suspension	Oral	2050400	4
2845941000033110	39734011000001108	Bosentan 62.5mg tablets	Bosentan 62.5mg tablets	Bosentan monohydrate	62.500mg	Tablet	Oral	2050100	300
2846141000033118	39733911000001105	Bosentan 125mg tablets	Bosentan 125mg tablets	Bosentan monohydrate	125.000mg	Tablet	Oral	2050100	700
2846741000033119	374667004	Perindopril erbumine 8mg tablets	Perindopril erbumine 8mg tablets	Perindopril erbumine	8.000mg	Tablet	Oral	2050501	10000000
2883341000033118	8720911000001100	Ramipril 5mg/5ml oral suspension	Ramipril 5mg/5ml oral suspension	Ramipril	1.000mg/1.000ml	Oral suspension	Oral	2050501	8000
2944541000033111	408055003	Olmesartan medoxomil 10mg tablets	Olmesartan medoxomil 10mg tablets	Olmesartan medoxomil	10.000mg	Tablet	Oral	2050502	1000000
2944641000033112	385542009	Olmesartan medoxomil 20mg tablets	Olmesartan medoxomil 20mg tablets	Olmesartan medoxomil	20.000mg	Tablet	Oral	2050502	1000000
2944741000033115	385543004	Olmesartan medoxomil 40mg tablets	Olmesartan medoxomil 40mg tablets	Olmesartan medoxomil	40.000mg	Tablet	Oral	2050502	600000
2989541000033115	408040007	Ramipril 1.25mg tablets	Ramipril 1.25mg tablets	Ramipril	1.250mg	Tablet	Oral	2050501	600000
2989641000033119	408050008	Ramipril 2.5mg tablets	Ramipril 2.5mg tablets	Ramipril	2.500mg	Tablet	Oral	2050501	2000000
2989741000033111	408051007	Ramipril 5mg tablets	Ramipril 5mg tablets	Ramipril	5.000mg	Tablet	Oral	2050501	1000000
2989841000033118	408052000	Ramipril 10mg tablets	Ramipril 10mg tablets	Ramipril	10.000mg	Tablet	Oral	2050501	2000000
3012741000033115	8348511000001107	Captopril 25mg/5ml oral solution	Captopril 25mg/5ml oral solution	Captopril	5.000mg/1.000ml	Oral solution	Oral	2050501	9000
3014741000033111	410958005	Trandolapril 4mg capsules	Trandolapril 4mg capsules	Trandolapril	4.000mg	Capsule	Oral	2050501	200000
3106941000033114	36143911000001108	Trimetaphan camsilate 250mg/5ml solution for injection ampoules	Trimetaphan camsilate 250mg/5ml solution for injection ampoules	Trimetaphan camsilate	50.000mg/1.000ml	Solution for injection	Intravenous	2050600	20
3108541000033116	36015411000001100	Phentolamine 10mg/1ml solution for injection ampoules	Phentolamine 10mg/1ml solution for injection ampoules	Phentolamine mesilate	10.000mg/1.000ml	Solution for injection	Intravenous/ Intramuscular	2050400	700
3152141000033115	8622611000001101	Lisinopril 5mg/5ml oral suspension	Lisinopril 5mg/5ml oral suspension	Lisinopril	1.000mg/1.000ml	Oral suspension	Oral	2050501	7000
3160641000033118	39693411000001102	Quinapril 10mg / Hydrochlorothiazide 12.5mg tablets	Quinapril 10mg / Hydrochlorothiazide 12.5mg tablets	Hydrochlorothiazide/ Quinapril hydrochloride	12.500mg + 10.000mg	Tablet	Oral	2050501	20000
3160841000033117	318884002	Lisinopril 10mg / Hydrochlorothiazide 12.5mg tablets	Lisinopril 10mg / Hydrochlorothiazide 12.5mg tablets	Hydrochlorothiazide/ Lisinopril	12.500mg + 10.000mg	Tablet	Oral	2050501	400000
3160941000033113	318880006	Lisinopril 20mg / Hydrochlorothiazide 12.5mg tablets	Lisinopril 20mg / Hydrochlorothiazide 12.5mg tablets	Hydrochlorothiazide/ Lisinopril	12.500mg + 20.000mg	Tablet	Oral	2050501	900000
3161141000033116	134461004	Irbesartan 150mg / Hydrochlorothiazide 12.5mg tablets	Irbesartan 150mg / Hydrochlorothiazide 12.5mg tablets	Hydrochlorothiazide/ Irbesartan	12.500mg + 150.000mg	Tablet	Oral	2050502	300000
3161241000033111	134460003	Irbesartan 300mg / Hydrochlorothiazide 12.5mg tablets	Irbesartan 300mg / Hydrochlorothiazide 12.5mg tablets	Hydrochlorothiazide/ Irbesartan	12.500mg + 300.000mg	Tablet	Oral	2050502	400000
3161441000033112	395521005	Valsartan 160mg / Hydrochlorothiazide 12.5mg tablets	Valsartan 160mg / Hydrochlorothiazide 12.5mg tablets	Hydrochlorothiazide/ Valsartan	12.500mg + 160.000mg	Tablet	Oral	2050502	200000
3161541000033113	409298002	Valsartan 160mg / Hydrochlorothiazide 25mg tablets	Valsartan 160mg / Hydrochlorothiazide 25mg tablets	Hydrochlorothiazide/ Valsartan	25.000mg + 160.000mg	Tablet	Oral	2050502	100000
3161641000033114	3437611000001100	Perindopril erbumine 4mg / Indapamide 1.25mg tablets	Perindopril erbumine 4mg / Indapamide 1.25mg tablets	Indapamide/ Perindopril erbumine	1.250mg + 4.000mg	Tablet	Oral	2050501	300000
3161741000033117	318959004	Losartan 50mg / Hydrochlorothiazide 12.5mg tablets	Losartan 50mg / Hydrochlorothiazide 12.5mg tablets	Hydrochlorothiazide/ Losartan potassium	12.500mg + 50.000mg	Tablet	Oral	2050502	500000
3162241000033117	39691911000001109	Enalapril 20mg / Hydrochlorothiazide 12.5mg tablets	Enalapril 20mg / Hydrochlorothiazide 12.5mg tablets	Enalapril maleate/ Hydrochlorothiazide	20.000mg + 12.500mg	Tablet	Oral	2050501	90000
3162641000033119	407855002	Telmisartan 40mg / Hydrochlorothiazide 12.5mg tablets	Telmisartan 40mg / Hydrochlorothiazide 12.5mg tablets	Hydrochlorothiazide/ Telmisartan	12.500mg + 40.000mg	Tablet	Oral	2050502	100000
3162741000033111	407856001	Telmisartan 80mg / Hydrochlorothiazide 12.5mg tablets	Telmisartan 80mg / Hydrochlorothiazide 12.5mg tablets	Hydrochlorothiazide/ Telmisartan	12.500mg + 80.000mg	Tablet	Oral	2050502	200000
3163041000033116	36149211000001102	Verapamil 180mg modified-release / Trandolapril 2mg capsules	Verapamil 180mg modified-release / Trandolapril 2mg capsules	Trandolapril/ Verapamil hydrochloride	2.000mg + 180.000mg	Modified-release capsule	Oral	2050501	10000
3163241000033112	318177008	Felodipine 5mg modified-release / Ramipril 5mg tablets	Felodipine 5mg modified-release / Ramipril 5mg tablets	Felodipine/ Ramipril	5.000mg + 5.000mg	Modified-release tablet	Oral	2050501	60000
3163341000033119	318176004	Felodipine 2.5mg modified-release / Ramipril 2.5mg tablets	Felodipine 2.5mg modified-release / Ramipril 2.5mg tablets	Felodipine/ Ramipril	2.500mg + 2.500mg	Modified-release tablet	Oral	2050501	9000
3190741000033112	377488008	Valsartan 80mg / Hydrochlorothiazide 12.5mg tablets	Valsartan 80mg / Hydrochlorothiazide 12.5mg tablets	Hydrochlorothiazide/ Valsartan	12.500mg + 80.000mg	Tablet	Oral	2050502	100000
3201341000033115	416515008	Valsartan 40mg tablets	Valsartan 40mg tablets	Valsartan	40.000mg	Tablet	Oral	2050502	60000
3227241000033111	376998003	Candesartan 32mg tablets	Candesartan 32mg tablets	Candesartan cilexetil	32.000mg	Tablet	Oral	2050502	3000000
3333941000033117	19820711000001101	Captopril 8mg/5ml oral suspension	Captopril 8mg/5ml oral suspension	Captopril	1.600mg/1.000ml	Oral suspension	Oral	2050501	100
3346841000033117	395497004	Losartan 100mg / Hydrochlorothiazide 25mg tablets	Losartan 100mg / Hydrochlorothiazide 25mg tablets	Hydrochlorothiazide/ Losartan potassium	25.000mg + 100.000mg	Tablet	Oral	2050502	400000
3851341000033117	8350511000001107	Captopril 3mg/5ml oral solution	Captopril 3mg/5ml oral solution	Captopril	600.000microgram/1.000ml	Oral solution	Oral	2050501	900
3890641000033111	419015002	Sildenafil 20mg tablets	Sildenafil 20mg tablets	Sildenafil citrate	20.000mg	Tablet	Oral	2050100	8000
3908941000033112	409184002	Olmesartan medoxomil 20mg / Hydrochlorothiazide 12.5mg tablets	Olmesartan medoxomil 20mg / Hydrochlorothiazide 12.5mg tablets	Hydrochlorothiazide/ Olmesartan medoxomil	12.500mg + 20.000mg	Tablet	Oral	2050502	70000
3909041000033115	10270711000001105	Olmesartan medoxomil 20mg / Hydrochlorothiazide 25mg tablets	Olmesartan medoxomil 20mg / Hydrochlorothiazide 25mg tablets	Hydrochlorothiazide/ Olmesartan medoxomil	25.000mg + 20.000mg	Tablet	Oral	2050502	20000
3940841000033110	8791811000001109	Captopril 2mg capsules	Captopril 2mg capsules	Captopril	2.000mg	Capsule	Oral	2050501	200
3995241000033112	10970311000001105	Irbesartan 300mg / Hydrochlorothiazide 25mg tablets	Irbesartan 300mg / Hydrochlorothiazide 25mg tablets	Hydrochlorothiazide/ Irbesartan	25.000mg + 300.000mg	Tablet	Oral	2050502	60000
4023641000033112	39716411000001102	Iloprost 10micrograms/1ml nebuliser liquid ampoules	Iloprost 10micrograms/1ml nebuliser liquid ampoules	Iloprost trometamol	10.000microgram/1.000ml	 Nebuliser liquid	Inhalation	2050100	100
4152241000033113	8720311000001101	Ramipril 1.25mg/5ml oral suspension	Ramipril 1.25mg/5ml oral suspension	Ramipril	250.000microgram/1.000ml	Oral suspension	Oral	2050501	1000
4156341000033119	11394311000001108	Sitaxentan 100mg tablets	Sitaxentan 100mg tablets	Sitaxentan sodium	100.000mg	Tablet	Oral	2050100	30
4213641000033112	39731411000001101	Aliskiren 150mg tablets	Aliskiren 150mg tablets	Aliskiren hemifumarate	150.000mg	Tablet	Oral	2050503	100000
4213741000033115	39731511000001102	Aliskiren 300mg tablets	Aliskiren 300mg tablets	Aliskiren hemifumarate	300.000mg	Tablet	Oral	2050503	70000
