prodcode	dmdcode	therapyevents	gemscriptcode	productname	drugsubstancename	substancestrength	formulation	routeofadministration	bnfcode	bnfheader	databasebuild
57999	16155011000001105	0	10641020	Crestor 40mg tablets (Lexon (UK) Ltd)	Rosuvastatin calcium	40mg	Tablet	Oral	02120400	Statins	December 2013
57397	18465211000001102	13	02544020	Pravastatin 10mg tablets (Accord Healthcare Ltd)	Pravastatin sodium	10mg	Tablet	Oral	02120400	Statins	October 2013
86724	35136011000001102	0	79483021	Atorvastatin 10mg tablets (Milpharm Ltd)	Atorvastatin calcium trihydrate	10mg	Tablet	Oral	02120400	Statins	September 2022
71015	19731611000001100	0	38513020	Pravastatin 10mg tablets (Medreich Plc)	Pravastatin sodium	10mg	Tablet	Oral	02120400	Statins	December 2017
75971	35035911000001102	24	79180021	Rosuvastatin 10mg tablets (Sandoz Ltd)	Rosuvastatin calcium	10mg	Tablet	Oral	02120400	Statins	April 2019
48051	4466911000001104	0	65957020	Simvastatin 10mg tablets (Kent Pharma (UK) Ltd)	Simvastatin	10mg	Tablet	Oral	02120400	Statins	November 2012
67773	10733511000001104	0	73834020	Simvastatin 20mg tablets (Zentiva Pharma UK Ltd)	Simvastatin	20mg	Tablet	Oral	02120400	Statins	October 2016
51876	20529811000001102	113	41331020	Atorvastatin 40mg tablets (Krka UK Ltd)	Atorvastatin calcium trihydrate	40mg	Tablet	Oral	02120400	Statins	January 2013
68686	33555611000001103	0	70624021	Simvastatin 20mg tablets (Genesis Pharmaceuticals Ltd)	Simvastatin	20mg	Tablet	Oral	02120400	Statins	January 2017
51	320000009	35872339	72489020	Simvastatin 40mg tablets	Simvastatin	40mg	Tablet	Oral	02120400	Statins	February 2009
54976	10618511000001107	1	02486020	Simvastatin 10mg tablets (Somex Pharma)	Simvastatin	10mg	Tablet	Oral	02120400	Statins	May 2013
53594	16507511000001107	1	00042020	Lipitor 80mg tablets (Mawdsley-Brooks & Company Ltd)	Atorvastatin calcium trihydrate	80mg	Tablet	Oral	02120400	Statins	January 2013
52460	20496911000001102	0	41329020	Atorvastatin 40mg tablets (Aspire Pharma Ltd)	Atorvastatin calcium trihydrate	40mg	Tablet	Oral	02120400	Statins	January 2013
87651	17842111000001108	0	37430020	Simvastatin 40mg/5ml oral suspension sugar free (Alliance Healthcare (Distribution) Ltd)	Simvastatin	8mg/1ml	Oral suspension	Oral	02120400	Statins	February 2023
87532	38748111000001101	0	95329021	Atorvastatin 30mg tablets (Zentiva Pharma UK Ltd)	Atorvastatin calcium trihydrate	30mg	Tablet	Oral	02120400	Statins	January 2023
7544	4993911000001105	2398	87155020	Niaspan 750mg modified-release tablets (Abbott Laboratories Ltd)	Nicotinic acid	750mg	Modified-release tablet	Oral	02120500	Nicotinic Acid Group	February 2009
3690	454111000001107	77432	73788020	Lipostat 20mg tablets (Bristol-Myers Squibb Pharmaceuticals Ltd)	Pravastatin sodium	20mg	Tablet	Oral	02120400	Statins	February 2009
34476	134095001000027108	569	65672020	Simvastatin 20mg Tablet (Ratiopharm UK Ltd)	Simvastatin	20mg	Tablet	Oral	02120400	Statins	February 2009
71029	20289511000001104	0	40520020	Fluvastatin 40mg capsules (Sandoz Ltd)	Fluvastatin sodium	40mg	Capsule	Oral	02120400	Statins	December 2017
54435	9807511000001103	0	70097020	Pravastatin 40mg tablets (Almus Pharmaceuticals Ltd)	Pravastatin sodium	40mg	Tablet	Oral	02120400	Statins	April 2013
53087	10618711000001102	0	02502020	Simvastatin 20mg tablets (Somex Pharma)	Simvastatin	20mg	Tablet	Oral	02120400	Statins	January 2013
60989	22202511000001100	0	14765021	Atorvastatin 80mg tablets (Phoenix Healthcare Distribution Ltd)	Atorvastatin calcium trihydrate	80mg	Tablet	Oral	02120400	Statins	August 2014
34376	4381111000001104	529	65883020	Simvastatin 40mg tablets (Teva UK Ltd)	Simvastatin	40mg	Tablet	Oral	02120400	Statins	February 2009
49558	20491911000001107	60	41345020	Atorvastatin 20mg tablets (A A H Pharmaceuticals Ltd)	Atorvastatin calcium trihydrate	20mg	Tablet	Oral	02120400	Statins	January 2013
67402	32395011000001108	0	62259021	Atorvastatin 40mg tablets (Kent Pharma (UK) Ltd)	Atorvastatin calcium trihydrate	40mg	Tablet	Oral	02120400	Statins	September 2016
11627	36566411000001105	98890	75346020	Fluvastatin 80mg modified-release tablets	Fluvastatin sodium	80mg	Modified-release tablet	Oral	02120400	Statins	February 2009
54607	9806911000001107	0	70094020	Pravastatin 20mg tablets (Almus Pharmaceuticals Ltd)	Pravastatin sodium	20mg	Tablet	Oral	02120400	Statins	April 2013
54493	10296911000001102	1	02485020	Simvastatin 10mg tablets (Relonchem Ltd)	Simvastatin	10mg	Tablet	Oral	02120400	Statins	April 2013
34312	4464011000001108	439	66042020	Simvastatin 20mg tablets (Viatris UK Healthcare Ltd)	Simvastatin	20mg	Tablet	Oral	02120400	Statins	February 2009
5148	320006003	794650	77174020	Simvastatin 80mg tablets	Simvastatin	80mg	Tablet	Oral	02120400	Statins	February 2009
14379	2957011000001101	6622	86194020	Lipantil Micro 67 capsules (Viatris UK Healthcare Ltd)	Fenofibrate micronised	67mg	Capsule	Oral	02120300	Fibrates	February 2009
1477	49535001000027105	11555	54229020	Atromid -s 500mg Capsule (AstraZeneca UK Ltd)	Clofibrate	500mg	Capsule	Oral	02120300	Fibrates	February 2009
1322	102975001000027101	8284	61456020	Clofibrate 500mg capsules	Clofibrate	500mg	Capsules	Oral	02120300	Fibrates	February 2009
70751	14285111000001109	13	02411020	Bezalip Mono 400mg modified-release tablets (Sigma Pharmaceuticals Plc)	Bezafibrate	400mg	Modified-release tablet	Oral	02120300	Fibrates	November 2017
66963	29772911000001101	0	52136021	Atorvastatin 80mg tablets (Sigma Pharmaceuticals Plc)	Atorvastatin calcium trihydrate	80mg	Tablet	Oral	02120400	Statins	July 2016
64933	13721411000001104	0	02460020	Fenofibrate micronised 267mg capsules (Ranbaxy (UK) Ltd)	Fenofibrate micronised	267mg	Capsule	Oral	02120300	Fibrates	December 2015
73910	374076007	5	09813020	Colestipol 1g tablets	Colestipol hydrochloride	1gram	Tablet	Oral	02120100	Bile Acid Sequestrants - Lipid-Regulating Products	December 2018
56165	19722511000001105	9612	38786020	Atorvastatin 20mg chewable tablets sugar free	Atorvastatin calcium trihydrate	20mg	Chewable tablet	Oral	02120400	Statins	August 2013
59447	10513311000001102	0	10674020	Crestor 20mg tablets (Waymade Healthcare Plc)	Rosuvastatin calcium	20mg	Tablet	Oral	02120400	Statins	April 2014
63140	20507911000001106	6	41341020	Atorvastatin 10mg tablets (Alliance Healthcare (Distribution) Ltd)	Atorvastatin calcium trihydrate	10mg	Tablet	Oral	02120400	Statins	May 2015
39675	183305001000027103	20	72886020	Simvastatin 20mg/5ml Oral suspension (Martindale Pharmaceuticals Ltd)	Simvastatin	20mg/5ml	Oral Suspension	Oral	02120400	Statins	June 2009
83464	16631611000001101	0	77207020	Fluvastatin 20mg capsules (Viatris UK Healthcare Ltd)	Fluvastatin sodium	20mg	Capsule	Oral	02120400	Statins	April 2021
87335	40917211000001108	9	03232022	Rosuvastatin 15mg tablets	Rosuvastatin calcium	15mg	Tablet	Oral	02120400	Statins	December 2022
56481	14732411000001109	520	02488020	Zocor 10mg tablets (Sigma Pharmaceuticals Plc)	Simvastatin	10mg	Tablet	Oral	02120400	Statins	August 2013
2137	39693111000001107	370785	75345020	Fluvastatin 40mg capsules	Fluvastatin sodium	40mg	Capsule	Oral	02120400	Statins	February 2009
82527	5526211000001102	112	02243020	Lipitor 40mg tablets (Dowelhurst Ltd)	Atorvastatin calcium trihydrate	40mg	Tablet	Oral	02120400	Statins	January 2021
59357	22940511000001105	0	17406021	Atorvastatin 10mg tablets (Ranbaxy (UK) Ltd)	Atorvastatin calcium trihydrate	10mg	Tablet	Oral	02120400	Statins	April 2014
86254	17282011000001107	6	98582020	Dorisin XL 80mg tablets (Aspire Pharma Ltd)	Fluvastatin sodium	80mg	Modified-release tablet	Oral	02120400	Statins	June 2022
64702	21099211000001101	0	44117020	Atorvastatin 30mg tablets (A A H Pharmaceuticals Ltd)	Atorvastatin calcium trihydrate	30mg	Tablet	Oral	02120400	Statins	November 2015
52097	20573211000001104	0	41906020	Atorvastatin 40mg tablets (Wockhardt UK Ltd)	Atorvastatin calcium trihydrate	40mg	Tablet	Oral	02120400	Statins	January 2013
60464	14018311000001109	215	35365020	Atorvastatin 20mg/5ml oral suspension	Atorvastatin calcium trihydrate	4mg/1ml	Oral suspension	Oral	02120400	Statins	July 2014
54606	18757511000001106	0	78017020	Simvastatin 20mg/5ml oral suspension sugar free (A A H Pharmaceuticals Ltd)	Simvastatin	4mg/1ml	Oral suspension	Oral	02120400	Statins	April 2013
56065	21898011000001102	0	47853020	Simvastatin 20mg/5ml oral suspension sugar free (Waymade Healthcare Plc)	Simvastatin	4mg/1ml	Oral suspension	Oral	02120400	Statins	August 2013
71773	32495311000001100	0	66013021	Simvastatin 80mg tablets (Brown & Burk UK Ltd)	Simvastatin	80mg	Tablet	Oral	02120400	Statins	April 2018
653	408060004	3087510	76979020	Ezetimibe 10mg tablets	Ezetimibe	10mg	Tablet	Oral	02120200	Ezetimibe	February 2009
8380	84811000001104	26185	75340020	Lescol 20mg capsules (Novartis Pharmaceuticals UK Ltd)	Fluvastatin sodium	20mg	Capsule	Oral	02120400	Statins	February 2009
53890	20979511000001106	0	42148020	Atorvastatin 80mg tablets (Upjohn UK Ltd)	Atorvastatin calcium trihydrate	80mg	Tablet	Oral	02120400	Statins	February 2013
58868	14197911000001103	0	02605020	Atorvastatin 10mg tablets (Sigma Pharmaceuticals Plc)	Atorvastatin calcium trihydrate	10mg	Tablet	Oral	02120400	Statins	February 2014
9897	408024009	251415	76618020	Rosuvastatin 40mg tablets	Rosuvastatin calcium	40mg	Tablet	Oral	02120400	Statins	February 2009
47721	19719311000001104	1401	00571021	Lipitor 10mg chewable tablets (Viatris UK Healthcare Ltd)	Atorvastatin calcium trihydrate	10mg	Chewable tablet	Oral	02120400	Statins	August 2012
54819	17305711000001106	0	77492020	Simvastatin 40mg/5ml oral suspension sugar free (Rosemont Pharmaceuticals Ltd)	Simvastatin	8mg/1ml	Oral suspension	Oral	02120400	Statins	April 2013
74161	35431211000001100	0	80577021	Ezetimibe 10mg tablets (Viatris UK Healthcare Ltd)	Ezetimibe	10mg	Tablet	Oral	02120200	Ezetimibe	December 2018
52211	20482911000001102	20	41344020	Atorvastatin 20mg tablets (Accord Healthcare Ltd)	Atorvastatin calcium trihydrate	20mg	Tablet	Oral	02120400	Statins	January 2013
45245	4437011000001105	831	65935020	Simvastatin 20mg tablets (Actavis UK Ltd)	Simvastatin	20mg	Tablet	Oral	02120400	Statins	May 2011
69528	32170911000001100	4	65935021	Cholib 145mg/20mg tablets (Viatris UK Healthcare Ltd)	Simvastatin/Fenofibrate	20mg + 145mg	Tablet	Oral	02120300/02120400	Fibrates/Statins	May 2017
60385	16142411000001106	0	02412020	Bezalip Mono 400mg modified-release tablets (Lexon (UK) Ltd)	Bezafibrate	400mg	Modified-release tablet	Oral	02120300	Fibrates	July 2014
77471	18210811000001107	106	02509020	Zocor 20mg tablets (Necessity Supplies Ltd)	Simvastatin	20mg	Tablet	Oral	02120400	Statins	August 2019
52821	20982911000001100	2	43806020	Atorvastatin 80mg tablets (Dr Reddy's Laboratories (UK) Ltd)	Atorvastatin calcium trihydrate	80mg	Tablet	Oral	02120400	Statins	January 2013
61155	18758211000001107	0	78014020	Simvastatin 40mg/5ml oral suspension sugar free (A A H Pharmaceuticals Ltd)	Simvastatin	8mg/1ml	Oral suspension	Oral	02120400	Statins	September 2014
87397	40917311000001100	8	03234022	Rosuvastatin 30mg tablets	Rosuvastatin calcium	30mg	Tablet	Oral	02120400	Statins	January 2023
7196	776811000001104	107113	72483020	Zocor 20mg tablets (Organon Pharma (UK) Ltd)	Simvastatin	20mg	Tablet	Oral	02120400	Statins	February 2009
72641	14158811000001101	14	35415020	Atorvastatin 40mg/5ml oral solution	Atorvastatin calcium trihydrate	8mg/1ml	Oral solution	Oral	02120400	Statins	July 2018
37434	4580311000001109	312	66208020	Simvastatin 40mg tablets (Sandoz Ltd)	Simvastatin	40mg	Tablet	Oral	02120400	Statins	February 2009
83443	15534511000001107	1	36402020	Pravastatin 40mg/5ml oral suspension	Pravastatin sodium	8mg/1ml	Oral suspension	Oral	02120400	Statins	April 2021
59272	21779411000001106	0	47179020	Atorvastatin 20mg tablets (Waymade Healthcare Plc)	Atorvastatin calcium trihydrate	20mg	Tablet	Oral	02120400	Statins	April 2014
65925	17841911000001100	0	37403020	Simvastatin 20mg/5ml oral suspension sugar free (Alliance Healthcare (Distribution) Ltd)	Simvastatin	4mg/1ml	Oral suspension	Oral	02120400	Statins	April 2016
57296	17915711000001103	0	02553020	Pravastatin 20mg tablets (Phoenix Healthcare Distribution Ltd)	Pravastatin sodium	20mg	Tablet	Oral	02120400	Statins	September 2013
67328	16499511000001107	44	02596020	Lescol XL 80mg tablets (Mawdsley-Brooks & Company Ltd)	Fluvastatin sodium	80mg	Modified-release tablet	Oral	02120400	Statins	August 2016
56841	20448611000001104	8	41325020	Atorvastatin 40mg tablets (Dexcel-Pharma Ltd)	Atorvastatin calcium trihydrate	40mg	Tablet	Oral	02120400	Statins	August 2013
74035	10538311000001103	18	02429020	MaxEPA 1g capsules (Waymade Healthcare Plc)	Docosahexaenoic acid/Eicosapentaenoic acid	115mg + 170mg	Capsule	Oral	02120600	Omega-3 Fatty Acid Compounds	December 2018
1219	320014009	2796436	73784020	Pravastatin 40mg tablets	Pravastatin sodium	40mg	Tablet	Oral	02120400	Statins	February 2009
75826	7958811000001108	0	68374020	Pravastatin 20mg tablets (Actavis UK Ltd)	Pravastatin sodium	20mg	Tablet	Oral	02120400	Statins	April 2019
3204	279311000001109	7417	59581020	MaxEPA liquid (Seven Seas Ltd)	Eicosapentaenoic acid/Docosahexaenoic acid	170mg/1gram + 115mg/1gram	Liquid	Oral	02120600	Omega-3 Fatty Acid Compounds	February 2009
67098	32494611000001109	0	66010021	Simvastatin 10mg tablets (Brown & Burk UK Ltd)	Simvastatin	10mg	Tablet	Oral	02120400	Statins	August 2016
23956	91235001000027104	15	59582020	Maxepa Liquid (Seven Seas Ltd)	Alpha Tocopheryl Acetate/Eicosapentaenoic Acid/Docosahexaenoic Acid		Liquid	Oral	02120600	Omega-3 Fatty Acid Compounds	February 2009
17059	9310311000001108	13854	89248020	Inegy 10mg/40mg tablets (Organon Pharma (UK) Ltd)	Simvastatin/Ezetimibe	40mg + 10mg	Tablet	Oral	02120200/02120400	Ezetimibe/Statins	February 2009
77394	5540611000001104	512	02547020	Lipostat 20mg tablets (Dowelhurst Ltd)	Pravastatin sodium	20mg	Tablet	Oral	02120400	Statins	August 2019
50564	10297311000001100	0	02501020	Simvastatin 20mg tablets (Relonchem Ltd)	Simvastatin	20mg	Tablet	Oral	02120400	Statins	January 2013
34891	4467111000001104	47	65962020	Simvastatin 20mg tablets (Kent Pharma (UK) Ltd)	Simvastatin	20mg	Tablet	Oral	02120400	Statins	February 2009
61523	24658511000001104	591	27047021	Omega 3 1000mg capsules (Alissa Healthcare Research Ltd)	Eicosapentaenoic acid/Docosahexaenoic acid	460mg + 380mg	Capsule	Oral	02120600	Omega-3 Fatty Acid Compounds	October 2014
74346	30738111000001102	2	54197021	Evolocumab 140mg/1ml solution for injection pre-filled syringes	Evolocumab	140mg/1ml	Solution for injection	Subcutaneous	02120700	Other Lipid-Regulating Products	January 2019
32921	163075001000027105	1	69857020	Pravastatin 10mg Tablet (Dr Reddy's Laboratories (UK) Ltd)	Pravastatin sodium	10mg	Tablet	Oral	02120400	Statins	February 2009
85478	30113811000001102	0	53349021	Pravastatin 40mg tablets (DE Pharmaceuticals)	Pravastatin sodium	40mg	Tablet	Oral	02120400	Statins	January 2022
58617	16075311000001101	8	36834020	Rosuvastatin 20mg/5ml oral suspension	Rosuvastatin calcium	4mg/1ml	Oral suspension	Oral	02120400	Statins	January 2014
57568	16451411000001100	3	02491020	Zocor 10mg tablets (Lexon (UK) Ltd)	Simvastatin	10mg	Tablet	Oral	02120400	Statins	October 2013
72050	33654911000001100	0	71081021	Simvastatin 10mg tablets (Genesis Pharmaceuticals Ltd)	Simvastatin	10mg	Tablet	Oral	02120400	Statins	April 2018
87110	40510411000001103	0	01613022	Rosuvastatin 5mg capsules (A A H Pharmaceuticals Ltd)	Rosuvastatin calcium	5mg	Capsule	Oral	02120400	Statins	November 2022
50882	10618911000001100	0	02515020	Simvastatin 40mg tablets (Somex Pharma)	Simvastatin	40mg	Tablet	Oral	02120400	Statins	January 2013
64104	28988511000001107	0	47996021	Simvastatin 20mg tablets (Crescent Pharma Ltd)	Simvastatin	20mg	Tablet	Oral	02120400	Statins	August 2015
51890	19731911000001106	0	38514020	Pravastatin 20mg tablets (Medreich Plc)	Pravastatin sodium	20mg	Tablet	Oral	02120400	Statins	January 2013
63249	20513411000001108	17	41293020	Atorvastatin 80mg tablets (Krka UK Ltd)	Atorvastatin calcium trihydrate	80mg	Tablet	Oral	02120400	Statins	May 2015
9315	226225001000027104	21172	84282020	Lipobay 100microgram Tablet (Bayer Plc)	Cerivastatin sodium	100microgram	Tablet	Oral	02120400	Statins	February 2009
48346	20528611000001105	14045	41848020	Atorvastatin 60mg tablets	Atorvastatin calcium trihydrate	60mg	Tablet	Oral	02120400	Statins	January 2013
50071	204365001000027109	0	77458020	Fenofibrate 160mg Tablet (Teva UK Ltd)	Fenofibrate micronised	160mg	Tablet	Oral	02120300	Fibrates	January 2013
82306	18228511000001104	0	10673020	Crestor 10mg tablets (Necessity Supplies Ltd)	Rosuvastatin calcium	10mg	Tablet	Oral	02120400	Statins	January 2021
76594	13763311000001101	6	66330020	Simvastatin 40mg tablets (Tillomed Laboratories Ltd)	Simvastatin	40mg	Tablet	Oral	02120400	Statins	June 2019
31783	9835611000001100	1	81036020	Fenogal 200mg capsules (Genus Pharmaceuticals Ltd)	Fenofibrate	200mg	Capsule	Oral	02120300	Fibrates	February 2009
5390	319992003	236062	86191020	Fenofibrate micronised 267mg capsules	Fenofibrate micronised	267mg	Capsule	Oral	02120300	Fibrates	February 2009
71017	20982411000001108	0	43828020	Atorvastatin 20mg tablets (Dr Reddy's Laboratories (UK) Ltd)	Atorvastatin calcium trihydrate	20mg	Tablet	Oral	02120400	Statins	December 2017
80365	8027011000001101	0	02537020	Pravastatin 10mg tablets (Alliance Healthcare (Distribution) Ltd)	Pravastatin sodium	10mg	Tablet	Oral	02120400	Statins	April 2020
52625	4480311000001101	0	65902020	Simvastatin 10mg tablets (Wockhardt UK Ltd)	Simvastatin	10mg	Tablet	Oral	02120400	Statins	January 2013
83929	16547611000001102	0	77079020	Fenofibrate micronised 267mg capsules (Teva UK Ltd)	Fenofibrate micronised	267mg	Capsule	Oral	02120300	Fibrates	June 2021
86750	40289911000001109	14	00676022	Icosapent 998mg capsules	Icosapent ethyl	998mg	Capsule	Oral	02120700	Other Lipid-Regulating Products	September 2022
59002	13585711000001104	0	02409020	Bezafibrate 400mg modified-release tablets (DE Pharmaceuticals)	Bezafibrate	400mg	Modified-release tablet	Oral	02120300	Fibrates	March 2014
82859	35027611000001103	1	79195021	Rosuvastatin 5mg tablets (Teva UK Ltd)	Rosuvastatin calcium	5mg	Tablet	Oral	02120400	Statins	January 2021
70950	21979811000001104	2	47195020	Fenofibrate micronised 200mg capsules (Waymade Healthcare Plc)	Fenofibrate micronised	200mg	Capsule	Oral	02120300	Fibrates	December 2017
39652	256505001000027107	4441	96566020	Simvastatin 40mg/5ml oral solution sugar free	Simvastatin	40mg/5ml	Oral Suspension Sugar-Free	Oral	02120400	Statins	May 2009
1221	802411000001108	91110	73787020	Lipostat 10mg tablets (Bristol-Myers Squibb Pharmaceuticals Ltd)	Pravastatin sodium	10mg	Tablet	Oral	02120400	Statins	February 2009
64067	14018211000001101	73	35363020	Atorvastatin 20mg/5ml oral solution	Atorvastatin calcium trihydrate	4mg/1ml	Oral solution	Oral	02120400	Statins	August 2015
58755	17928611000001107	0	02492020	Simvastatin 10mg tablets (Phoenix Healthcare Distribution Ltd)	Simvastatin	10mg	Tablet	Oral	02120400	Statins	February 2014
52962	19733811000001102	0	38512020	Simvastatin 80mg tablets (Medreich Plc)	Simvastatin	80mg	Tablet	Oral	02120400	Statins	January 2013
48973	20528511000001106	8500	41846020	Atorvastatin 30mg tablets	Atorvastatin calcium trihydrate	30mg	Tablet	Oral	02120400	Statins	January 2013
57348	20529411000001104	0	41342020	Atorvastatin 10mg tablets (Krka UK Ltd)	Atorvastatin calcium trihydrate	10mg	Tablet	Oral	02120400	Statins	October 2013
490	320012008	1233250	73782020	Pravastatin 10mg tablets	Pravastatin sodium	10mg	Tablet	Oral	02120400	Statins	February 2009
84807	39832411000001108	2127	98824021	Rosuvastatin 20mg capsules	Rosuvastatin calcium	20mg	Capsule	Oral	02120400	Statins	October 2021
55032	20448211000001101	0	41336020	Atorvastatin 10mg tablets (Dexcel-Pharma Ltd)	Atorvastatin calcium trihydrate	10mg	Tablet	Oral	02120400	Statins	May 2013
74067	30663811000001102	1190	54196021	Repatha SureClick 140mg/1ml solution for injection pre-filled pens (Amgen Ltd)	Evolocumab	140mg/1ml	Solution for injection	Subcutaneous	02120700	Other Lipid-Regulating Products	December 2018
83684	38931411000001105	422	95249021	Bempedoic acid 180mg / Ezetimibe 10mg tablets	Bempedoic acid/Ezetimibe	180mg + 10mg	Tablet	Oral	02120700	Other Lipid-Regulating Products	April 2021
52459	20483311000001108	6	41288020	Atorvastatin 80mg tablets (Accord Healthcare Ltd)	Atorvastatin calcium trihydrate	80mg	Tablet	Oral	02120400	Statins	January 2013
83887	38101311000001106	406	91823021	AceOmeg 1000mg capsules (Essential-Healthcare Ltd)	Eicosapentaenoic acid/Docosahexaenoic acid	460mg + 380mg	Capsule	Oral	02120600	Omega-3 Fatty Acid Compounds	May 2021
14963	36031511000001109	3417	87147020	Nicotinic acid 500mg modified-release tablets	Nicotinic acid	500mg	Modified-release tablet	Oral	02120500	Nicotinic Acid Group	February 2009
80119	35136611000001109	0	79458021	Atorvastatin 80mg tablets (Milpharm Ltd)	Atorvastatin calcium trihydrate	80mg	Tablet	Oral	02120400	Statins	March 2020
36377	7943411000001102	560	68275020	Pravastatin 20mg tablets (Teva UK Ltd)	Pravastatin sodium	20mg	Tablet	Oral	02120400	Statins	February 2009
66505	32234311000001109	104	65936021	Fenofibrate 145mg / Simvastatin 40mg tablets	Simvastatin/Fenofibrate	40mg + 145mg	Tablet	Oral	02120300/02120400	Fibrates/Statins	June 2016
60511	22941211000001101	0	17409021	Atorvastatin 40mg tablets (Ranbaxy (UK) Ltd)	Atorvastatin calcium trihydrate	40mg	Tablet	Oral	02120400	Statins	July 2014
56735	8113111000001105	0	68731020	Pravastatin 20mg tablets (Viatris UK Healthcare Ltd)	Pravastatin sodium	20mg	Tablet	Oral	02120400	Statins	August 2013
48431	17429811000001102	8506	37429020	Simvastatin 40mg/5ml oral suspension sugar free	Simvastatin	8mg/1ml	Oral suspension	Oral	02120400	Statins	January 2013
57108	21851011000001102	0	47205020	Pravastatin 40mg tablets (Waymade Healthcare Plc)	Pravastatin sodium	40mg	Tablet	Oral	02120400	Statins	September 2013
33082	4578811000001107	428	65848020	Simvastatin 20mg tablets (A A H Pharmaceuticals Ltd)	Simvastatin	20mg	Tablet	Oral	02120400	Statins	February 2009
57836	20495411000001101	57	41290020	Atorvastatin 80mg tablets (Teva UK Ltd)	Atorvastatin calcium trihydrate	80mg	Tablet	Oral	02120400	Statins	December 2013
34907	4480711000001102	36	65910020	Simvastatin 40mg tablets (Wockhardt UK Ltd)	Simvastatin	40mg	Tablet	Oral	02120400	Statins	February 2009
75276	28800211000001100	2	44963021	Dualtis 1000mg capsules (Viatris UK Healthcare Ltd)	Eicosapentaenoic acid/Docosahexaenoic acid	460mg + 380mg	Capsule	Oral	02120600	Omega-3 Fatty Acid Compounds	March 2019
86714	39479611000001107	1	97753021	Praluent 300mg/2ml solution for injection pre-filled pens (Sanofi)	Alirocumab	150mg/1ml	Solution for injection	Subcutaneous	02120700	Other Lipid-Regulating Products	September 2022
43218	7943211000001101	570	68272020	Pravastatin 10mg tablets (Teva UK Ltd)	Pravastatin sodium	10mg	Tablet	Oral	02120400	Statins	August 2010
34181	101665001000027108	135	61270020	Bezafibrate 400mg Modified-release tablet (Hillcross Pharmaceuticals Ltd)	Bezafibrate	400mg	Modified-release tablet	Oral	02120300	Fibrates	February 2009
87966	17880311000001101	0	02477020	Fenofibrate micronised 160mg tablets (A A H Pharmaceuticals Ltd)	Fenofibrate micronised	160mg	Tablet	Oral	02120300	Fibrates	April 2023
33603	7531411000001106	1341	88794020	Fibrazate XL 400mg tablets (Sandoz Ltd)	Bezafibrate	400mg	Modified-release tablet	Oral	02120300	Fibrates	February 2009
68156	7976411000001108	43	68196020	Pravastatin 10mg tablets (A A H Pharmaceuticals Ltd)	Pravastatin sodium	10mg	Tablet	Oral	02120400	Statins	November 2016
53469	20133511000001109	134	39788020	Xenical 120mg capsules (Waymade Healthcare Plc)	Orlistat	120mg	Capsule	Oral	04050100	Anti-Obesity Products Acting On The Gastro-Intestinal Tract	January 2013
12155	15235001000027108	843	49960020	Ionamin 15mg Modified-release capsule (Torbet Laboratories Ltd)	Phentermine	15mg	Modified-Release Capsule	Oral	04050200	Centrally Acting Apetite Suppressants	February 2009
56456	19920611000001100	4	39285020	Orlistat 120mg capsules (A A H Pharmaceuticals Ltd)	Orlistat	120mg	Capsule	Oral	04050100	Anti-Obesity Products Acting On The Gastro-Intestinal Tract	August 2013
3782	84605001000027102	9085	58704020	Ponderax pacaps 60mg Capsule (Servier Laboratories Ltd)	Staphisagria	60mg	Capsule	Oral	04050200	Centrally Acting Apetite Suppressants	February 2009
71917	34557011000001101	2	77326021	Naltrexone 8mg / Bupropion 90mg modified-release tablets	Bupropion hydrochloride/Naltrexone hydrochloride	90mg + 8mg	Modified-release tablet	Oral	04050200	Centrally Acting Apetite Suppressants	April 2018
525	317893003	1474085	83720020	Orlistat 120mg capsules	Orlistat	120mg	Capsule	Oral	04050100	Anti-Obesity Products Acting On The Gastro-Intestinal Tract	February 2009
12511	134285001000027101	566	65691020	Phentermine 30mg modified release capsule	Phentermine	30mg	Modified Release Capsules	Oral	04050200	Centrally Acting Apetite Suppressants	February 2009
12228	42365001000027108	1071	53321020	Ionamin 30mg Modified-release capsule (Torbet Laboratories Ltd)	Phentermine	30mg	Modified-Release Capsule	Oral	04050200	Centrally Acting Apetite Suppressants	February 2009
2947	105435001000027102	2277	61809020	Fenfluramine 60mg Capsule	Staphisagria	60mg	Capsule	Oral	04050200	Centrally Acting Apetite Suppressants	February 2009
39843	426638000	22014	96935020	Orlistat 60mg capsules	Orlistat	60mg	Capsule	Oral	04050100	Anti-Obesity Products Acting On The Gastro-Intestinal Tract	August 2009
17753	53785001000027107	475	54755020	Teronac 2mg Tablet (Novartis Pharmaceuticals UK Ltd)	Mazindol	2mg	Tablet	Oral	04050200	Centrally Acting Apetite Suppressants	February 2009
47765	13572911000001101	5	94952020	Fucus dry extract 120mg tablets	Fucus dry extract	120mg	Tablet	Oral	04050000	Products Used For Treating Obesity	September 2012
8256	9085001000027103	1144	49142020	Duromine 15mg Modified-release capsule (3M Health Care Ltd)	Phentermine	15mg	Modified-Release Capsule	Oral	04050200	Centrally Acting Apetite Suppressants	February 2009
70741	30764011000001101	4	57240021	Orlistat 120mg capsules (Almus Pharmaceuticals Ltd)	Orlistat	120mg	Capsule	Oral	04050100	Anti-Obesity Products Acting On The Gastro-Intestinal Tract	November 2017
