prodcode	dmdcode	therapyevents	gemscriptcode	productname	drugsubstancename	substancestrength	formulation	routeofadministration	bnfcode	bnfheader	databasebuild
64128	28799011000001102	88	44907021	Pevanti 5mg tablets (Advanz Pharma)	Prednisolone	5mg	Tablet	Oral	01050200/03020000/05011000/05040800/06030200/08020200/10010201	Corticosteroids In Chronic Bowel Problems/Corticosteroids (For Respiratory Conditions)/Antileprotic Drugs/Drugs For Pneumocystis Pneumonia/Glucocorticoid Therapy/Corticosteroids And Other Immunosuppressants/Systemic Corticosteroids (In Musculoskeletal And Joint Conditions)	August 2015
31532	662011000001105	1492	54231020	Prednisolone 5mg gastro-resistant tablets (A A H Pharmaceuticals Ltd)	Prednisolone	5mg	Gastro-resistant tablet	Oral	01050200/03020000/05011000/05040800/06030200/08020200/10010201	Corticosteroids In Chronic Bowel Problems/Corticosteroids (For Respiratory Conditions)/Antileprotic Drugs/Drugs For Pneumocystis Pneumonia/Glucocorticoid Therapy/Corticosteroids And Other Immunosuppressants/Systemic Corticosteroids (In Musculoskeletal And Joint Conditions)	February 2009
73294	13079111000001105	2	33905020	Prednisolone 2.5mg/5ml oral solution	Prednisolone	500microgram/1ml	Oral solution	Oral	01050200/03020000/05011000/05040800/06030200/08020200/10010201/10020100	Corticosteroids In Chronic Bowel Problems/Corticosteroids (For Respiratory Conditions)/Antileprotic Drugs/Drugs For Pneumocystis Pneumonia/Glucocorticoid Therapy/Corticosteroids And Other Immunosuppressants/Systemic Corticosteroids (In Musculoskeletal And Joint Conditions)/Drugs Which Enhance Neuromuscular Transmission	October 2018
34978	844111000001103	38	51718020	Prednisolone 1mg tablets (Wockhardt UK Ltd)	Prednisolone	1mg	Tablet	Oral	01050200/03020000/05011000/05040800/06030200/08020200/10010201	Corticosteroids In Chronic Bowel Problems/Corticosteroids (For Respiratory Conditions)/Antileprotic Drugs/Drugs For Pneumocystis Pneumonia/Glucocorticoid Therapy/Corticosteroids And Other Immunosuppressants/Systemic Corticosteroids (In Musculoskeletal And Joint Conditions)	February 2009
578	325426006	2349485	59233020	Prednisolone 1mg tablets	Prednisolone	1mg	Tablet	Oral	01050200/03020000/05011000/05040800/06030200/08020200/10010201	Corticosteroids In Chronic Bowel Problems/Corticosteroids (For Respiratory Conditions)/Antileprotic Drugs/Drugs For Pneumocystis Pneumonia/Glucocorticoid Therapy/Corticosteroids And Other Immunosuppressants/Systemic Corticosteroids (In Musculoskeletal And Joint Conditions)	February 2009
81168	32584711000001105	0	67857021	Prednisolone 1mg gastro-resistant tablets (Phoenix Labs Ltd)	Prednisolone	1mg	Gastro-resistant tablet	Oral	01050200/03020000/05011000/05040800/06030200/08020200/10010201	Corticosteroids In Chronic Bowel Problems/Corticosteroids (For Respiratory Conditions)/Antileprotic Drugs/Drugs For Pneumocystis Pneumonia/Glucocorticoid Therapy/Corticosteroids And Other Immunosuppressants/Systemic Corticosteroids (In Musculoskeletal And Joint Conditions)	July 2020
64009	28799611000001109	72	46606021	Pevanti 20mg tablets (Advanz Pharma)	Prednisolone	20mg	Tablet	Oral	01050200/03020000/05011000/05040800/06030200/08020200/10010201	Corticosteroids In Chronic Bowel Problems/Corticosteroids (For Respiratory Conditions)/Antileprotic Drugs/Drugs For Pneumocystis Pneumonia/Glucocorticoid Therapy/Corticosteroids And Other Immunosuppressants/Systemic Corticosteroids (In Musculoskeletal And Joint Conditions)	August 2015
65020	13079511000001101	1	33913020	Prednisolone 25mg/5ml oral solution	Prednisolone	5mg/1ml	Oral solution	Oral	01050200/03020000/05011000/05040800/06030200/08020200/10010201/10020100	Corticosteroids In Chronic Bowel Problems/Corticosteroids (For Respiratory Conditions)/Antileprotic Drugs/Drugs For Pneumocystis Pneumonia/Glucocorticoid Therapy/Corticosteroids And Other Immunosuppressants/Systemic Corticosteroids (In Musculoskeletal And Joint Conditions)/Drugs Which Enhance Neuromuscular Transmission	December 2015
34452	649711000001109	411	50408020	Prednisolone 1mg tablets (A A H Pharmaceuticals Ltd)	Prednisolone	1mg	Tablet	Oral	01050200/03020000/05011000/05040800/06030200/08020200/10010201	Corticosteroids In Chronic Bowel Problems/Corticosteroids (For Respiratory Conditions)/Antileprotic Drugs/Drugs For Pneumocystis Pneumonia/Glucocorticoid Therapy/Corticosteroids And Other Immunosuppressants/Systemic Corticosteroids (In Musculoskeletal And Joint Conditions)	February 2009
72421	33425811000001105	0	70522021	Prednisolone 1mg gastro-resistant tablets (A A H Pharmaceuticals Ltd)	Prednisolone	1mg	Gastro-resistant tablet	Oral	01050200/03020000/05011000/05040800/06030200/08020200/10010201	Corticosteroids In Chronic Bowel Problems/Corticosteroids (For Respiratory Conditions)/Antileprotic Drugs/Drugs For Pneumocystis Pneumonia/Glucocorticoid Therapy/Corticosteroids And Other Immunosuppressants/Systemic Corticosteroids (In Musculoskeletal And Joint Conditions)	June 2018
83928	19743211000001104	0	38570020	Prednisolone 5mg gastro-resistant tablets (Almus Pharmaceuticals Ltd)	Prednisolone	5mg	Gastro-resistant tablet	Oral	01050200/03020000/05011000/05040800/06030200/08020200/10010201	Corticosteroids In Chronic Bowel Problems/Corticosteroids (For Respiratory Conditions)/Antileprotic Drugs/Drugs For Pneumocystis Pneumonia/Glucocorticoid Therapy/Corticosteroids And Other Immunosuppressants/Systemic Corticosteroids (In Musculoskeletal And Joint Conditions)	June 2021
51997	19743911000001108	950	39412020	Budesonide 9mg gastro-resistant granules sachets	Budesonide	9mg	Gastro-resistant granules	Oral	01050200	Corticosteroids In Chronic Bowel Problems	January 2013
84237	30991311000001108	0	60293021	Prednisolone 25mg tablets (Accord Healthcare Ltd)	Prednisolone	25mg	Tablet	Oral	01050200/03020000/06030200/08020200/10010201	Corticosteroids In Chronic Bowel Problems/Corticosteroids (For Respiratory Conditions)/Glucocorticoid Therapy/Corticosteroids And Other Immunosuppressants/Systemic Corticosteroids (In Musculoskeletal And Joint Conditions)	July 2021
61689	245011000001108	10	06630020	Prednisolone 5mg soluble tablets (A A H Pharmaceuticals Ltd)	Prednisolone sodium phosphate	5mg	Soluble tablet	Oral	01050200/03020000/05011000/05040800/06030200/08020200/10010201	Corticosteroids In Chronic Bowel Problems/Corticosteroids (For Respiratory Conditions)/Antileprotic Drugs/Drugs For Pneumocystis Pneumonia/Glucocorticoid Therapy/Corticosteroids And Other Immunosuppressants/Systemic Corticosteroids (In Musculoskeletal And Joint Conditions)	November 2014
67107	17999611000001109	0	06628020	Prednisolone 5mg gastro-resistant tablets (Phoenix Labs Ltd)	Prednisolone	5mg	Gastro-resistant tablet	Oral	01050200/03020000/05011000/05040800/06030200/08020200/10010201	Corticosteroids In Chronic Bowel Problems/Corticosteroids (For Respiratory Conditions)/Antileprotic Drugs/Drugs For Pneumocystis Pneumonia/Glucocorticoid Therapy/Corticosteroids And Other Immunosuppressants/Systemic Corticosteroids (In Musculoskeletal And Joint Conditions)	August 2016
63893	29094911000001100	1727	49010021	Budesonide 9mg modified-release tablets	Budesonide	9mg	Modified-release tablet	Oral	01050200	Corticosteroids In Chronic Bowel Problems	July 2015
74239	416533002	7	10956020	Prednisolone 15mg/5ml oral solution	Prednisolone	3mg/1ml	Oral solution	Oral	01050200/03020000/05011000/05040800/06030200/08020200/10010201/10020100	Corticosteroids In Chronic Bowel Problems/Corticosteroids (For Respiratory Conditions)/Antileprotic Drugs/Drugs For Pneumocystis Pneumonia/Glucocorticoid Therapy/Corticosteroids And Other Immunosuppressants/Systemic Corticosteroids (In Musculoskeletal And Joint Conditions)/Drugs Which Enhance Neuromuscular Transmission	January 2019
73553	52911000001107	0	06601020	Prednisolone 1mg tablets (Alliance Healthcare (Distribution) Ltd)	Prednisolone	1mg	Tablet	Oral	01050200/03020000/05011000/05040800/06030200/08020200/10010201	Corticosteroids In Chronic Bowel Problems/Corticosteroids (For Respiratory Conditions)/Antileprotic Drugs/Drugs For Pneumocystis Pneumonia/Glucocorticoid Therapy/Corticosteroids And Other Immunosuppressants/Systemic Corticosteroids (In Musculoskeletal And Joint Conditions)	October 2018
82743	13078411000001108	1	33897020	Prednisolone 1.5mg/5ml oral suspension	Prednisolone	300microgram/1ml	Oral suspension	Oral	01050200/03020000/05011000/05040800/06030200/08020200/10010201/10020100	Corticosteroids In Chronic Bowel Problems/Corticosteroids (For Respiratory Conditions)/Antileprotic Drugs/Drugs For Pneumocystis Pneumonia/Glucocorticoid Therapy/Corticosteroids And Other Immunosuppressants/Systemic Corticosteroids (In Musculoskeletal And Joint Conditions)/Drugs Which Enhance Neuromuscular Transmission	January 2021
34404	646211000001106	843	50399020	Prednisolone 1mg tablets (Accord Healthcare Ltd)	Prednisolone	1mg	Tablet	Oral	01050200/03020000/05011000/05040800/06030200/08020200/10010201	Corticosteroids In Chronic Bowel Problems/Corticosteroids (For Respiratory Conditions)/Antileprotic Drugs/Drugs For Pneumocystis Pneumonia/Glucocorticoid Therapy/Corticosteroids And Other Immunosuppressants/Systemic Corticosteroids (In Musculoskeletal And Joint Conditions)	February 2009
51753	18285011000001109	0	06607020	Prednisolone 1mg tablets (Strides Pharma UK Ltd)	Prednisolone	1mg	Tablet	Oral	01050200/03020000/05011000/05040800/06030200/08020200/10010201	Corticosteroids In Chronic Bowel Problems/Corticosteroids (For Respiratory Conditions)/Antileprotic Drugs/Drugs For Pneumocystis Pneumonia/Glucocorticoid Therapy/Corticosteroids And Other Immunosuppressants/Systemic Corticosteroids (In Musculoskeletal And Joint Conditions)	January 2013
64416	29904211000001102	1728	53121021	Prednisolone 10mg/ml oral solution sugar free	Prednisolone	10mg/1ml	Oral solution	Oral	01050200/03020000/05011000/05040800/06030200/08020200/10010201/10020100	Corticosteroids In Chronic Bowel Problems/Corticosteroids (For Respiratory Conditions)/Antileprotic Drugs/Drugs For Pneumocystis Pneumonia/Glucocorticoid Therapy/Corticosteroids And Other Immunosuppressants/Systemic Corticosteroids (In Musculoskeletal And Joint Conditions)/Drugs Which Enhance Neuromuscular Transmission	October 2015
21833	6935001000027108	140	48880020	Decortisyl 5mg Tablet (Roussel Laboratories Ltd)	Prednisone	5mg	Tablet	Oral	01050200/06030200	Corticosteroids In Chronic Bowel Problems/Glucocorticoid Therapy	February 2009
59912	22453011000001108	20	15685021	Prednisolone 5mg gastro-resistant tablets (Waymade Healthcare Plc)	Prednisolone	5mg	Gastro-resistant tablet	Oral	01050200/03020000/05011000/05040800/06030200/08020200/10010201	Corticosteroids In Chronic Bowel Problems/Corticosteroids (For Respiratory Conditions)/Antileprotic Drugs/Drugs For Pneumocystis Pneumonia/Glucocorticoid Therapy/Corticosteroids And Other Immunosuppressants/Systemic Corticosteroids (In Musculoskeletal And Joint Conditions)	May 2014
5490	331111000001100	133171	53820020	Deltacortril 5mg gastro-resistant tablets (Phoenix Labs Ltd)	Prednisolone	5mg	Gastro-resistant tablet	Oral	01050200/03020000/05011000/05040800/06030200/08020200/10010201	Corticosteroids In Chronic Bowel Problems/Corticosteroids (For Respiratory Conditions)/Antileprotic Drugs/Drugs For Pneumocystis Pneumonia/Glucocorticoid Therapy/Corticosteroids And Other Immunosuppressants/Systemic Corticosteroids (In Musculoskeletal And Joint Conditions)	February 2009
80110	32652311000001103	1	68379021	Dilacort 2.5mg gastro-resistant tablets (Crescent Pharma Ltd)	Prednisolone	2.5mg	Gastro-resistant tablet	Oral	01050200/03020000/05011000/05040800/06030200/08020200/10010201	Corticosteroids In Chronic Bowel Problems/Corticosteroids (For Respiratory Conditions)/Antileprotic Drugs/Drugs For Pneumocystis Pneumonia/Glucocorticoid Therapy/Corticosteroids And Other Immunosuppressants/Systemic Corticosteroids (In Musculoskeletal And Joint Conditions)	March 2020
69811	32774411000001107	0	69510021	Prednisolone 30mg tablets (Accord Healthcare Ltd)	Prednisolone	30mg	Tablet	Oral	01050200/03020000/05011000/05040800/06030200/08020200/10010201	Corticosteroids In Chronic Bowel Problems/Corticosteroids (For Respiratory Conditions)/Antileprotic Drugs/Drugs For Pneumocystis Pneumonia/Glucocorticoid Therapy/Corticosteroids And Other Immunosuppressants/Systemic Corticosteroids (In Musculoskeletal And Joint Conditions)	June 2017
95	325427002	7397504	59234020	Prednisolone 5mg tablets	Prednisolone	5mg	Tablet	Oral	01050200/03020000/05011000/05040800/06030200/08020200/10010201	Corticosteroids In Chronic Bowel Problems/Corticosteroids (For Respiratory Conditions)/Antileprotic Drugs/Drugs For Pneumocystis Pneumonia/Glucocorticoid Therapy/Corticosteroids And Other Immunosuppressants/Systemic Corticosteroids (In Musculoskeletal And Joint Conditions)	February 2009
56891	21851211000001107	0	47496020	Prednisolone 1mg tablets (Waymade Healthcare Plc)	Prednisolone	1mg	Tablet	Oral	01050200/03020000/05011000/05040800/06030200/08020200/10010201	Corticosteroids In Chronic Bowel Problems/Corticosteroids (For Respiratory Conditions)/Antileprotic Drugs/Drugs For Pneumocystis Pneumonia/Glucocorticoid Therapy/Corticosteroids And Other Immunosuppressants/Systemic Corticosteroids (In Musculoskeletal And Joint Conditions)	August 2013
32835	940311000001100	58	51719020	Prednisolone 5mg tablets (Wockhardt UK Ltd)	Prednisolone	5mg	Tablet	Oral	01050200/03020000/05011000/05040800/06030200/08020200/10010201	Corticosteroids In Chronic Bowel Problems/Corticosteroids (For Respiratory Conditions)/Antileprotic Drugs/Drugs For Pneumocystis Pneumonia/Glucocorticoid Therapy/Corticosteroids And Other Immunosuppressants/Systemic Corticosteroids (In Musculoskeletal And Joint Conditions)	February 2009
67507	32781411000001102	1832	69509021	Prednisolone 30mg tablets	Prednisolone	30mg	Tablet	Oral	01050200/03020000/05011000/05040800/06030200/08020200/10010201	Corticosteroids In Chronic Bowel Problems/Corticosteroids (For Respiratory Conditions)/Antileprotic Drugs/Drugs For Pneumocystis Pneumonia/Glucocorticoid Therapy/Corticosteroids And Other Immunosuppressants/Systemic Corticosteroids (In Musculoskeletal And Joint Conditions)	September 2016
69686	28799811000001108	6	44908021	Pevanti 25mg tablets (Advanz Pharma)	Prednisolone	25mg	Tablet	Oral	01050200/03020000/06030200/08020200/10010201	Corticosteroids In Chronic Bowel Problems/Corticosteroids (For Respiratory Conditions)/Glucocorticoid Therapy/Corticosteroids And Other Immunosuppressants/Systemic Corticosteroids (In Musculoskeletal And Joint Conditions)	June 2017
78789	30114611000001103	1	53568021	Prednisolone 5mg soluble tablets (DE Pharmaceuticals)	Prednisolone sodium phosphate	5mg	Soluble tablet	Oral	01050200/03020000/05011000/05040800/06030200/08020200/10010201	Corticosteroids In Chronic Bowel Problems/Corticosteroids (For Respiratory Conditions)/Antileprotic Drugs/Drugs For Pneumocystis Pneumonia/Glucocorticoid Therapy/Corticosteroids And Other Immunosuppressants/Systemic Corticosteroids (In Musculoskeletal And Joint Conditions)	November 2019
58369	14786811000001101	0	06612020	Prednisolone 5mg tablets (Boston Healthcare Ltd)	Prednisolone	5mg	Tablet	Oral	01050200/03020000/05011000/05040800/06030200/08020200/10010201	Corticosteroids In Chronic Bowel Problems/Corticosteroids (For Respiratory Conditions)/Antileprotic Drugs/Drugs For Pneumocystis Pneumonia/Glucocorticoid Therapy/Corticosteroids And Other Immunosuppressants/Systemic Corticosteroids (In Musculoskeletal And Joint Conditions)	December 2013
63172	28808411000001103	18127	46601021	Prednisolone 10mg tablets	Prednisolone	10mg	Tablet	Oral	01050200/03020000/05011000/05040800/06030200/08020200/10010201	Corticosteroids In Chronic Bowel Problems/Corticosteroids (For Respiratory Conditions)/Antileprotic Drugs/Drugs For Pneumocystis Pneumonia/Glucocorticoid Therapy/Corticosteroids And Other Immunosuppressants/Systemic Corticosteroids (In Musculoskeletal And Joint Conditions)	May 2015
41745	4852811000001108	27	64355020	Prednisolone 25mg tablets (Zentiva Pharma UK Ltd)	Prednisolone	25mg	Tablet	Oral	01050200/03020000/06030200/08020200/10010201	Corticosteroids In Chronic Bowel Problems/Corticosteroids (For Respiratory Conditions)/Glucocorticoid Therapy/Corticosteroids And Other Immunosuppressants/Systemic Corticosteroids (In Musculoskeletal And Joint Conditions)	March 2010
81369	32808311000001101	1	69041021	Prednisolone 5mg tablets (Genesis Pharmaceuticals Ltd)	Prednisolone	5mg	Tablet	Oral	01050200/03020000/05011000/05040800/06030200/08020200/10010201	Corticosteroids In Chronic Bowel Problems/Corticosteroids (For Respiratory Conditions)/Antileprotic Drugs/Drugs For Pneumocystis Pneumonia/Glucocorticoid Therapy/Corticosteroids And Other Immunosuppressants/Systemic Corticosteroids (In Musculoskeletal And Joint Conditions)	August 2020
64008	28798211000001102	105	46604021	Pevanti 2.5mg tablets (Advanz Pharma)	Prednisolone	2.5mg	Tablet	Oral	01050200/03020000/05011000/05040800/06030200/08020200/10010201	Corticosteroids In Chronic Bowel Problems/Corticosteroids (For Respiratory Conditions)/Antileprotic Drugs/Drugs For Pneumocystis Pneumonia/Glucocorticoid Therapy/Corticosteroids And Other Immunosuppressants/Systemic Corticosteroids (In Musculoskeletal And Joint Conditions)	August 2015
82367	18625211000001107	0	06614020	Prednisolone 5mg tablets (Phoenix Healthcare Distribution Ltd)	Prednisolone	5mg	Tablet	Oral	01050200/03020000/05011000/05040800/06030200/08020200/10010201	Corticosteroids In Chronic Bowel Problems/Corticosteroids (For Respiratory Conditions)/Antileprotic Drugs/Drugs For Pneumocystis Pneumonia/Glucocorticoid Therapy/Corticosteroids And Other Immunosuppressants/Systemic Corticosteroids (In Musculoskeletal And Joint Conditions)	January 2021
53313	13079411000001100	13	33911020	Prednisolone 20mg/5ml oral suspension	Prednisolone	4mg/1ml	Oral suspension	Oral	01050200/03020000/05011000/05040800/06030200/08020200/10010201/10020100	Corticosteroids In Chronic Bowel Problems/Corticosteroids (For Respiratory Conditions)/Antileprotic Drugs/Drugs For Pneumocystis Pneumonia/Glucocorticoid Therapy/Corticosteroids And Other Immunosuppressants/Systemic Corticosteroids (In Musculoskeletal And Joint Conditions)/Drugs Which Enhance Neuromuscular Transmission	January 2013
34660	707911000001100	34	65523020	Prednisolone 1mg tablets (Kent Pharma (UK) Ltd)	Prednisolone	1mg	Tablet	Oral	01050200/03020000/05011000/05040800/06030200/08020200/10010201	Corticosteroids In Chronic Bowel Problems/Corticosteroids (For Respiratory Conditions)/Antileprotic Drugs/Drugs For Pneumocystis Pneumonia/Glucocorticoid Therapy/Corticosteroids And Other Immunosuppressants/Systemic Corticosteroids (In Musculoskeletal And Joint Conditions)	February 2009
3345	28475001000027102	305	51562020	Sintisone Tablet (Pharmacia Ltd)	Prednisolone Steaglate		Tablet	Oral	01050200/06030200	Corticosteroids In Chronic Bowel Problems/Glucocorticoid Therapy	February 2009
39067	11835611000001107	1221	88960020	Clipper 5mg gastro-resistant modified-release tablets (Chiesi Ltd)	Beclometasone dipropionate	5mg	Modified-release tablet	Oral	01050200	Corticosteroids In Chronic Bowel Problems	February 2009
77760	34172711000001106	17	75132021	Prednisolone 5mg soluble tablets (Phoenix Labs Ltd)	Prednisolone sodium phosphate	5mg	Soluble tablet	Oral	01050200/03020000/05011000/05040800/06030200/08020200/10010201	Corticosteroids In Chronic Bowel Problems/Corticosteroids (For Respiratory Conditions)/Antileprotic Drugs/Drugs For Pneumocystis Pneumonia/Glucocorticoid Therapy/Corticosteroids And Other Immunosuppressants/Systemic Corticosteroids (In Musculoskeletal And Joint Conditions)	August 2019
64221	432224007	39	11092020	Prednisolone 5mg/5ml oral suspension	Prednisolone	1mg/1ml	Oral suspension	Oral	01050200/03020000/05011000/05040800/06030200/08020200/10010201/10020100	Corticosteroids In Chronic Bowel Problems/Corticosteroids (For Respiratory Conditions)/Antileprotic Drugs/Drugs For Pneumocystis Pneumonia/Glucocorticoid Therapy/Corticosteroids And Other Immunosuppressants/Systemic Corticosteroids (In Musculoskeletal And Joint Conditions)/Drugs Which Enhance Neuromuscular Transmission	September 2015
31327	137775001000027107	14	66166020	Prednisolone steaglate 6.65mg tablet	Prednisolone Steaglate	6.65mg	Tablets	Oral	01050200/06030200	Corticosteroids In Chronic Bowel Problems/Glucocorticoid Therapy	February 2009
69572	11716511000001106	2	29807020	Dexamethasone 4mg/5ml oral suspension	Dexamethasone	800microgram/1ml	Oral suspension	Oral	03020000/04065300/06030200	Corticosteroids (For Respiratory Conditions)/Products Used Against Nausea And Vertigo - Cytotoxic Chemotherapy/Glucocorticoid Therapy	May 2017
56347	8452411000001101	7	19689020	Dexamethasone 5mg/5ml oral solution	Dexamethasone	1mg/1ml	Oral solution	Oral	03020000/04065300/06030200	Corticosteroids (For Respiratory Conditions)/Products Used Against Nausea And Vertigo - Cytotoxic Chemotherapy/Glucocorticoid Therapy	August 2013
64050	19792911000001107	2	00766021	Martapan 2mg/5ml oral solution (Martindale Pharmaceuticals Ltd)	Dexamethasone sodium phosphate	400microgram/1ml	Oral solution	Oral	03020000/04065300/06030200	Corticosteroids (For Respiratory Conditions)/Products Used Against Nausea And Vertigo - Cytotoxic Chemotherapy/Glucocorticoid Therapy	August 2015
77849	8429011000001104	1	19595020	Dexamethasone 1mg/5ml oral suspension	Dexamethasone	200microgram/1ml	Oral suspension	Oral	03020000/04065300/06030200	Corticosteroids (For Respiratory Conditions)/Products Used Against Nausea And Vertigo - Cytotoxic Chemotherapy/Glucocorticoid Therapy	August 2019
77085	11715411000001103	4	29785020	Dexamethasone 16mg/5ml oral solution	Dexamethasone	3.2mg/1ml	Oral solution	Oral	03020000/04065300/06030200	Corticosteroids (For Respiratory Conditions)/Products Used Against Nausea And Vertigo - Cytotoxic Chemotherapy/Glucocorticoid Therapy	July 2019
67559	29559211000001100	1	52010021	Prednisolone 5mg/5ml oral solution unit dose (A A H Pharmaceuticals Ltd)	Prednisolone	1mg/1ml	Oral solution	Oral	03020000/06030200/10010201	Corticosteroids (For Respiratory Conditions)/Glucocorticoid Therapy/Systemic Corticosteroids (In Musculoskeletal And Joint Conditions)	September 2016
70611	11716211000001108	2	29801020	Dexamethasone 3mg/5ml oral solution	Dexamethasone	600microgram/1ml	Oral solution	Oral	03020000/04065300/06030200	Corticosteroids (For Respiratory Conditions)/Products Used Against Nausea And Vertigo - Cytotoxic Chemotherapy/Glucocorticoid Therapy	November 2017
64747	11716011000001103	90	29797020	Dexamethasone 2mg/5ml oral solution	Dexamethasone	400microgram/1ml	Oral solution	Oral	03020000/04065300/06030200	Corticosteroids (For Respiratory Conditions)/Products Used Against Nausea And Vertigo - Cytotoxic Chemotherapy/Glucocorticoid Therapy	November 2015
71404	10528411000001108	2	06576020	Dexamethasone 2mg/5ml oral solution sugar free (Waymade Healthcare Plc)	Dexamethasone sodium phosphate	400microgram/1ml	Oral solution	Oral	03020000/04065300/06030200	Corticosteroids (For Respiratory Conditions)/Products Used Against Nausea And Vertigo - Cytotoxic Chemotherapy/Glucocorticoid Therapy	January 2018
60064	24350911000001102	771	23637021	Dexamethasone 10mg/5ml oral solution sugar free	Dexamethasone sodium phosphate	2mg/1ml	Oral solution	Oral	03020000/04065300/06030200	Corticosteroids (For Respiratory Conditions)/Products Used Against Nausea And Vertigo - Cytotoxic Chemotherapy/Glucocorticoid Therapy	May 2014
186	325365005	1462	62323020	Dexamethasone 500micrograms/5ml oral solution	Dexamethasone	100microgram/1ml	Oral solution	Oral	03020000/04065300/06030200	Corticosteroids (For Respiratory Conditions)/Products Used Against Nausea And Vertigo - Cytotoxic Chemotherapy/Glucocorticoid Therapy	February 2009
71926	11714611000001101	2	29769020	Dexamethasone 1.25mg/5ml oral suspension	Dexamethasone	250microgram/1ml	Oral suspension	Oral	03020000/04065300/06030200	Corticosteroids (For Respiratory Conditions)/Products Used Against Nausea And Vertigo - Cytotoxic Chemotherapy/Glucocorticoid Therapy	April 2018
55024	13133111000001100	132	34075020	Prednisolone 5mg/5ml oral solution	Prednisolone	1mg/1ml	Oral solution	Oral	03020000/06030200/10010201	Corticosteroids (For Respiratory Conditions)/Glucocorticoid Therapy/Systemic Corticosteroids (In Musculoskeletal And Joint Conditions)	May 2013
4943	37084211000001103	35478	75320020	Dexamethasone 2mg/5ml oral solution sugar free	Dexamethasone sodium phosphate	400microgram/1ml	Oral solution	Oral	03020000/04065300/06030200	Corticosteroids (For Respiratory Conditions)/Products Used Against Nausea And Vertigo - Cytotoxic Chemotherapy/Glucocorticoid Therapy	February 2009
78335	11714811000001102	1	29773020	Dexamethasone 1.5mg/5ml oral suspension	Dexamethasone	300microgram/1ml	Oral suspension	Oral	03020000/04065300/06030200	Corticosteroids (For Respiratory Conditions)/Products Used Against Nausea And Vertigo - Cytotoxic Chemotherapy/Glucocorticoid Therapy	November 2019
52396	8429111000001103	6	19597020	Dexamethasone 1mg/5ml oral solution	Dexamethasone	200microgram/1ml	Oral solution	Oral	03020000/04065300/06030200	Corticosteroids (For Respiratory Conditions)/Products Used Against Nausea And Vertigo - Cytotoxic Chemotherapy/Glucocorticoid Therapy	January 2013
80396	11715711000001109	1	29791020	Dexamethasone 20mg/5ml oral suspension	Dexamethasone	4mg/1ml	Oral suspension	Oral	03020000/04065300/06030200	Corticosteroids (For Respiratory Conditions)/Products Used Against Nausea And Vertigo - Cytotoxic Chemotherapy/Glucocorticoid Therapy	April 2020
76339	11714911000001107	1	29775020	Dexamethasone 10mg/5ml oral suspension	Dexamethasone	2mg/1ml	Oral suspension	Oral	03020000/04065300/06030200	Corticosteroids (For Respiratory Conditions)/Products Used Against Nausea And Vertigo - Cytotoxic Chemotherapy/Glucocorticoid Therapy	May 2019
72537	11716411000001107	2	29805020	Dexamethasone 4mg/5ml oral solution	Dexamethasone	800microgram/1ml	Oral solution	Oral	03020000/04065300/06030200	Corticosteroids (For Respiratory Conditions)/Products Used Against Nausea And Vertigo - Cytotoxic Chemotherapy/Glucocorticoid Therapy	July 2018
66645	29361211000001105	5	49060021	Prednisolone 5mg/5ml oral solution unit dose (Logixx Pharma Solutions Ltd)	Prednisolone	1mg/1ml	Oral solution	Oral	03020000/06030200/10010201	Corticosteroids (For Respiratory Conditions)/Glucocorticoid Therapy/Systemic Corticosteroids (In Musculoskeletal And Joint Conditions)	July 2016
78214	11716311000001100	1	29803020	Dexamethasone 3mg/5ml oral suspension	Dexamethasone	600microgram/1ml	Oral suspension	Oral	03020000/04065300/06030200	Corticosteroids (For Respiratory Conditions)/Products Used Against Nausea And Vertigo - Cytotoxic Chemotherapy/Glucocorticoid Therapy	October 2019
77483	23590911000001106	9	20227021	Dexamethasone 2mg/5ml oral solution sugar free (Waymade Healthcare Plc)	Dexamethasone sodium phosphate	400microgram/1ml	Oral solution	Oral	03020000/04065300/06030200	Corticosteroids (For Respiratory Conditions)/Products Used Against Nausea And Vertigo - Cytotoxic Chemotherapy/Glucocorticoid Therapy	August 2019
68593	8452511000001102	4	19691020	Dexamethasone 5mg/5ml oral suspension	Dexamethasone	1mg/1ml	Oral suspension	Oral	03020000/04065300/06030200	Corticosteroids (For Respiratory Conditions)/Products Used Against Nausea And Vertigo - Cytotoxic Chemotherapy/Glucocorticoid Therapy	January 2017
66015	31386211000001109	16	61162021	Prednisolone Dompe 5mg/5ml oral solution unit dose (Logixx Pharma Solutions Ltd)	Prednisolone	1mg/1ml	Oral solution	Oral	03020000/06030200/10010201	Corticosteroids (For Respiratory Conditions)/Glucocorticoid Therapy/Systemic Corticosteroids (In Musculoskeletal And Joint Conditions)	April 2016
82678	11714511000001100	1	29767020	Dexamethasone 1.25mg/5ml oral solution	Dexamethasone	250microgram/1ml	Oral solution	Oral	03020000/04065300/06030200	Corticosteroids (For Respiratory Conditions)/Products Used Against Nausea And Vertigo - Cytotoxic Chemotherapy/Glucocorticoid Therapy	January 2021
66724	24580511000001101	1	26700021	Dexamethasone 10mg capsules	Dexamethasone	10mg	Capsule	Oral	03020000/04065300/06030200	Corticosteroids (For Respiratory Conditions)/Products Used Against Nausea And Vertigo - Cytotoxic Chemotherapy/Glucocorticoid Therapy	July 2016
