prodcode	dmdcode	therapyevents	gemscriptcode	productname	drugsubstancename	substancestrength	formulation	routeofadministration	bnfcode	bnfheader	databasebuild
33501	230695001000027103	3	85562020	Phyto progesterone cream	Progesterone		Cream	Topical	06040101/52010000	Oestrogens And HRT/Herbal Remedy	February 2009
37143	11758911000001105	141878	93819020	Utrogestan 100mg capsules (Besins Healthcare (UK) Ltd)	Progesterone	100mg	Capsule	Oral	06040102/06040103/06040105	Progestogens And Progesterone Receptor Modulators/Progestogen Products Doubling (In House Use)/HRT Product - In Drug Tariff List (In House Use Only)	February 2009
256	325568008	621261	73540020	Tibolone 2.5mg tablets	Tibolone	2.5mg	Tablet	Oral	06040101	Oestrogens And HRT	February 2009
77967	3351911000001108	0	06649020	Estradiol valerate 1mg tablets (Viatris UK Healthcare Ltd)	Estradiol valerate	1mg	Tablet	Oral	06040101/06040105	Oestrogens And HRT/HRT Product - In Drug Tariff List (In House Use Only)	September 2019
5012	325648008	25797	79381020	Estradiol 2mg / Norethisterone acetate 1mg tablets	Estradiol/Norethisterone acetate	2mg + 1mg	Tablet	Oral	06040101/06040103/06040105	Oestrogens And HRT/Progestogen Products Doubling (In House Use)/HRT Product - In Drug Tariff List (In House Use Only)	February 2009
38403	245475001000027101	17	92444020	Megestrol acetate (roi) 40mg/ml Oral suspension	Megestrol Acetate	40mg/ml	Oral Suspension	Oral	06040102	Progestogens And Progesterone Receptor Modulators	February 2009
51351	18249611000001106	68	07156020	Depo-Provera 150mg/1ml suspension for injection pre-filled syringes (Necessity Supplies Ltd)	Medroxyprogesterone acetate	150mg/1ml	Suspension for injection	Intramuscular	06040103/07030202	Progestogen Products Doubling (In House Use)/Parenteral Progestogen-Only Contraceptives	January 2013
57562	15420011000001101	199	13453020	Sandrena 1mg gel sachets (Waymade Healthcare Plc)	Estradiol hemihydrate	1mg	Gel	Transdermal	06040101	Oestrogens And HRT	October 2013
5198	3408711000001103	222229	69318020	Estriol 0.01% cream with applicator			Not applicable	Route of administration not applicable	06040105/07020150	HRT Product - In Drug Tariff List (In House Use Only)/Oestrogens, Topical	February 2009
62530	3557411000001105	55	13260020	Generic Tridestra tablets			Not applicable	Route of administration not applicable	06040101/06040103	Oestrogens And HRT/Progestogen Products Doubling (In House Use)	March 2015
56056	3465311000001107	31	12544020	Generic Elleste Duet 1mg tablets			Not applicable	Route of administration not applicable	06040101/06040103	Oestrogens And HRT/Progestogen Products Doubling (In House Use)	August 2013
80565	14228311000001109	1	06647020	Estradot 37.5micrograms/24hours patches (Sigma Pharmaceuticals Plc)	Estradiol	37.5microgram/24hour	Transdermal patch	Transdermal	06040101/06040105	Oestrogens And HRT/HRT Product - In Drug Tariff List (In House Use Only)	April 2020
76443	17438911000001101	4	13455020	Sandrena 1mg gel sachets (Mawdsley-Brooks & Company Ltd)	Estradiol hemihydrate	1mg	Gel	Transdermal	06040101	Oestrogens And HRT	May 2019
14596	169225001000027104	110	70661020	Estradiol and (estradiol with norethisterone) and (estradiol) triphasic forte 4mg with (4mg with 1mg) with (1mg) tablets	Estradiol Hemihydrate/Norethisterone Acetate	4mg + (4mg + 1mg) + (1mg)	Forte Tablets	Oral	06040101	Oestrogens And HRT	February 2009
5759	160055001000027108	2293	69403020	Estradiol 100micrograms/24hr twice weekly patch	Estradiol	100micrograms/24 hours (8mg/unit)	Twice Weekly Patch	Transdermal	06040101	Oestrogens And HRT	February 2009
3002	3367311000001108	281310	80551020	Elleste Duet 1mg tablets (Viatris UK Healthcare Ltd)			Not applicable	Route of administration not applicable	06040101/06040103/06040105	Oestrogens And HRT/Progestogen Products Doubling (In House Use)/HRT Product - In Drug Tariff List (In House Use Only)	February 2009
59149	15473911000001109	24	36358020	Generic Qlaira tablets			Not applicable	Route of administration not applicable	06040103/07030100	Progestogen Products Doubling (In House Use)/Combined Hormonal Contraceptives	March 2014
1868	325589004	100661	62886020	Dydrogesterone 10mg tablets	Dydrogesterone	10mg	Tablet	Oral	06040102/06040103	Progestogens And Progesterone Receptor Modulators/Progestogen Products Doubling (In House Use)	February 2009
8750	92911000001104	5399	64360020	Provera 400mg tablets (Pfizer Ltd)	Medroxyprogesterone acetate	400mg	Tablet	Oral	06040103/08030200	Progestogen Products Doubling (In House Use)/Progestogens (In Malignant Disease)	February 2009
77704	36963511000001107	1201	87628021	Blissel 50micrograms/g vaginal gel with applicator (Consilient Health Ltd)	Estriol	50microgram/1gram	Vaginal gel	Vaginal	06040101/06040105	Oestrogens And HRT/HRT Product - In Drug Tariff List (In House Use Only)	August 2019
1774	36335001000027100	13281	52536020	Menophase Tablet (Pharmacia Ltd)	Norethisterone/Mestranol		Tablet	Oral	06040101	Oestrogens And HRT	February 2009
73093	374288003	4	14826021	Megestrol 200mg/5ml oral suspension	Megestrol acetate	40mg/1ml	Oral suspension	Oral	06040103/08030200	Progestogen Products Doubling (In House Use)/Progestogens (In Malignant Disease)	September 2018
13630	4124011000001100	48	82796020	Fareston 60mg tablets (Orion Pharma (UK) Ltd)	Toremifene citrate	60mg	Tablet	Oral	06040104/08030401	Selective Estrogen Receptor Modulators (Serms)/Breast Cancer	February 2009
57359	18158511000001100	143	07150020	Mirena 20micrograms/24hours intrauterine device (Mawdsley-Brooks & Company Ltd)	Levonorgestrel	20microgram/24hour	Intrauterine device	Intrauterine	06040103/07030203	Progestogen Products Doubling (In House Use)/Intra-Uterine Progestogen-Only Device	October 2013
52174	14228511000001103	29	06723020	Estradot 50micrograms/24hours patches (Sigma Pharmaceuticals Plc)	Estradiol	50microgram/24hour	Transdermal patch	Transdermal	06040101/06040105	Oestrogens And HRT/HRT Product - In Drug Tariff List (In House Use Only)	January 2013
16367	3788211000001104	1179	79539020	Estradiol valerate 1mg / Medroxyprogesterone 2.5mg tablets	Medroxyprogesterone acetate/Estradiol valerate	2.5mg + 1mg	Tablet	Oral	06040101/06040103/06040105	Oestrogens And HRT/Progestogen Products Doubling (In House Use)/HRT Product - In Drug Tariff List (In House Use Only)	February 2009
16392	3788311000001107	594	81103020	Estradiol valerate 2mg / Medroxyprogesterone 5mg tablets	Medroxyprogesterone acetate/Estradiol valerate	5mg + 2mg	Tablet	Oral	06040101/06040103/06040105	Oestrogens And HRT/Progestogen Products Doubling (In House Use)/HRT Product - In Drug Tariff List (In House Use Only)	February 2009
15010	182035001000027100	653	72667020	Menzol 5mg Tablet (Schwarz Pharma Ltd)	Norethisterone	5mg	Tablet	Oral	06040102/08030200	Progestogens And Progesterone Receptor Modulators/Progestogens (In Malignant Disease)	February 2009
57548	14666911000001100	214	06806020	Oestrogel Pump-Pack 0.06% gel (Sigma Pharmaceuticals Plc)	Estradiol	600microgram/1gram	Gel	Transdermal	06040101/06040105	Oestrogens And HRT/HRT Product - In Drug Tariff List (In House Use Only)	October 2013
85222	39943711000001100	407	99596021	Bijuve 1mg/100mg capsules (Theramex HQ UK Ltd)	Estradiol/Progesterone	1mg + 100mg	Capsule	Oral	06040101/06040103/06040105	Oestrogens And HRT/Progestogen Products Doubling (In House Use)/HRT Product - In Drug Tariff List (In House Use Only)	December 2021
18901	242805001000027103	3898	90883020	Estradiol 50micrograms/24hr twice weekly patch	Estradiol	50micrograms/24 hours	Twice Weekly Patch	Transdermal	06040101	Oestrogens And HRT	February 2009
42515	99975001000027109	9	61005020	Estradiol 40micrograms/24 hourspatch	Estradiol	40micrograms/24 hours (1.25mg/unit)	Patch	Transdermal	06040101	Oestrogens And HRT	June 2010
23457	38895001000027102	51	52898020	SH420 10mg Tablet (Schering Health Care Ltd)	Norethisterone Acetate	10mg	Tablet	Oral	06040102/08030200	Progestogens And Progesterone Receptor Modulators/Progestogens (In Malignant Disease)	February 2009
77055	12298411000001100	1	31666020	Ethinylestradiol 2micrograms/5ml oral suspension	Ethinylestradiol	400nanogram/1ml	Oral suspension	Oral	06040101/08030100	Oestrogens And HRT/Oestrogens (In Malignant Disease)	July 2019
9234	227995001000027107	223	84856020	Evorel sequi 50microgram/24hr (3.2mg/unit) Transdermal patch (Janssen-Cilag Ltd)	Estradiol/Norethisterone Acetate	50microgram/24hr (3.2mg/unit)	Transdermal Patch	Transdermal	06040101	Oestrogens And HRT	February 2009
29607	659711000001107	493	50665020	Tamoxifen 20mg tablets (Wockhardt UK Ltd)	Tamoxifen citrate	20mg	Tablet	Oral	06040104/06050100/08030401	Selective Estrogen Receptor Modulators (Serms)/Hypothalamic And Anterior Pituitary Hormones And Anti-Oestrogens/Breast Cancer	February 2009
86599	40104011000001107	62	00012022	Ryeqo 40mg/1mg/0.5mg tablets (Gedeon Richter (UK) Ltd)	Relugolix/Norethisterone acetate/Estradiol hemihydrate	40mg + 500microgram + 1mg	Tablet	Oral	06040103/06070200	Progestogen Products Doubling (In House Use)/Drugs Affecting Gonadotrophins	August 2022
13248	326310001	21604	80812020	Ethinylestradiol 30microgram / Desogestrel 150microgram tablets	Desogestrel/Ethinylestradiol	150microgram + 30microgram	Tablet	Oral	06040103/07030152	Progestogen Products Doubling (In House Use)/Combined Hormonal Contraceptives - Standard Strength (Oral)	February 2009
76506	14673611000001105	1	09711020	Ovestin 1mg cream (Sigma Pharmaceuticals Plc)	Estriol	1mg/1gram	Cream	Vaginal	06040105/07020150	HRT Product - In Drug Tariff List (In House Use Only)/Oestrogens, Topical	May 2019
64555	28423111000001104	38	44836021	Progesterone 100mg pessaries	Progesterone	100mg	Pessary	Vaginal	06040102/06040103	Progestogens And Progesterone Receptor Modulators/Progestogen Products Doubling (In House Use)	October 2015
22741	400674006	1818	69569020	Conjugated oestrogens 625microgram tablets and Norgestrel 150microgram tablets			Not applicable	Route of administration not applicable	06040101/06040103	Oestrogens And HRT/Progestogen Products Doubling (In House Use)	February 2009
3387	2889611000001104	79469	81875020	Estraderm MX 25 patches (Norgine Pharmaceuticals Ltd)	Estradiol	25microgram/24hour	Transdermal patch	Transdermal	06040101/06040105	Oestrogens And HRT/HRT Product - In Drug Tariff List (In House Use Only)	February 2009
64735	23676711000001109	1	21411021	Estradot 50micrograms/24hours patches (Waymade Healthcare Plc)	Estradiol	50microgram/24hour	Transdermal patch	Transdermal	06040101	Oestrogens And HRT	November 2015
1378	208311000001105	558254	68585020	Mercilon 150microgram/20microgram tablets (Organon Pharma (UK) Ltd)	Desogestrel/Ethinylestradiol	150microgram + 20microgram	Tablet	Oral	06040103/07030150	Progestogen Products Doubling (In House Use)/Combined Hormonal Contraceptives - Low Strength (Oral)	February 2009
1266	286911000001108	40621	56333020	Provera 5mg tablets (Pfizer Ltd)	Medroxyprogesterone acetate	5mg	Tablet	Oral	06040102/06040103	Progestogens And Progesterone Receptor Modulators/Progestogen Products Doubling (In House Use)	February 2009
20155	242795001000027103	709	90881020	Estradiol 50micrograms/24hr once weekly patch	Estradiol	50micrograms/24 hours	Once Weekly Patch	Transdermal	06040101	Oestrogens And HRT	February 2009
61890	21732311000001109	72	46833020	Desogestrel 75microgram tablets (A A H Pharmaceuticals Ltd)	Desogestrel	75microgram	Tablet	Oral	06040103/07030201	Progestogen Products Doubling (In House Use)/Oral Progestogen-Only Contraceptives	January 2015
2026	3215011000001109	62116	58104020	Logynon ED tablets (Bayer Plc)			Not applicable	Route of administration not applicable	06040103/07030152	Progestogen Products Doubling (In House Use)/Combined Hormonal Contraceptives - Standard Strength (Oral)	February 2009
86189	38829211000001101	3	94545021	Desogestrel 75microgram tablets (Morningside Healthcare Ltd)	Desogestrel	75microgram	Tablet	Oral	06040103/07030201	Progestogen Products Doubling (In House Use)/Oral Progestogen-Only Contraceptives	June 2022
40848	3664111000001108	6135	97265020	Estradiol 1mg gel sachets	Estradiol hemihydrate	1mg	Gel	Transdermal	06040101/06040105	Oestrogens And HRT/HRT Product - In Drug Tariff List (In House Use Only)	December 2009
1797	210335001000027102	85313	79408020	Oestrogel 0.06% Gel (Aventis Pharma)	Estradiol	600microgram/1gram	Gel	Transdermal	06040101	Oestrogens And HRT	February 2009
82438	13992111000001102	0	06800020	Tibolone 2.5mg tablets (DE Pharmaceuticals)	Tibolone	2.5mg	Tablet	Oral	06040101	Oestrogens And HRT	January 2021
206	2936611000001107	144453	69412020	Estraderm TTS 100 patches (Novartis Pharmaceuticals UK Ltd)	Estradiol	100microgram/24hour	Transdermal patch	Transdermal	06040101	Oestrogens And HRT	February 2009
2393	191085001000027106	987	74215020	Norethisterone acetate 10mg Tablet	Norethisterone Acetate	10mg	Tablet	Oral	06040102/08030200	Progestogens And Progesterone Receptor Modulators/Progestogens (In Malignant Disease)	February 2009
1161	557911000001109	375945	52742020	Prempak-C 1.25mg/0.15mg tablets (Pfizer Ltd)			Not applicable	Route of administration not applicable	06040101/06040103	Oestrogens And HRT/Progestogen Products Doubling (In House Use)	February 2009
60586	654411000001100	18	07543020	Tamoxifen 20mg tablets (Alliance Healthcare (Distribution) Ltd)	Tamoxifen citrate	20mg	Tablet	Oral	06040104/06050100/08030401	Selective Estrogen Receptor Modulators (Serms)/Hypothalamic And Anterior Pituitary Hormones And Anti-Oestrogens/Breast Cancer	July 2014
63258	24677911000001107	105	27013021	Munalea 150microgram/30microgram tablets (Lupin Healthcare (UK) Ltd)	Desogestrel/Ethinylestradiol	150microgram + 30microgram	Tablet	Oral	06040103/07030152	Progestogen Products Doubling (In House Use)/Combined Hormonal Contraceptives - Standard Strength (Oral)	May 2015
49757	19964411000001100	4	39537020	FemSeven Conti patches (Lexon (UK) Ltd)	Estradiol/Levonorgestrel	50microgram/24hour + 7microgram/24hour	Transdermal patch	Transdermal	06040101/06040103/06040105	Oestrogens And HRT/Progestogen Products Doubling (In House Use)/HRT Product - In Drug Tariff List (In House Use Only)	January 2013
1416	39704511000001106	2547821	66869020	Tamoxifen 20mg tablets	Tamoxifen citrate	20mg	Tablet	Oral	06040104/06050100/08030401	Selective Estrogen Receptor Modulators (Serms)/Hypothalamic And Anterior Pituitary Hormones And Anti-Oestrogens/Breast Cancer	February 2009
82410	5504311000001108	0	06817020	Medroxyprogesterone 5mg tablets (Dowelhurst Ltd)	Medroxyprogesterone acetate	5mg	Tablet	Oral	06040102	Progestogens And Progesterone Receptor Modulators	January 2021
2728	3940511000001100	13787	76110020	Evorel Pak (Janssen-Cilag Ltd)			Not applicable	Route of administration not applicable	06040101	Oestrogens And HRT	February 2009
19986	209935001000027105	334	79259020	Estradiol and (estradiol with levonorgestrel) 50mcg/24hrs with (50mcg+10mcg/24hrs) once weekly patch	Estradiol Hemihydrate/Levonorgestrel	50mcg/24hrs + (50mcg+10mcg/24hrs)	Once Weekly Patch	Transdermal	06040101	Oestrogens And HRT	February 2009
12807	210305001000027106	2364	79382020	Estradiol with norethisterone acetate ( continuous combined) 2mg with 0.7mg tablets	Estradiol Hemihydrate/Norethisterone Acetate	2mg + 0.7mg	Tablets	Oral	06040101	Oestrogens And HRT	February 2009
8565	325482006	2770	72638020	Ethinylestradiol 1mg tablets	Ethinylestradiol	1mg	Tablet	Oral	06040101/08030100	Oestrogens And HRT/Oestrogens (In Malignant Disease)	February 2009
76820	16178311000001102	3	11362020	Femoston-conti 1mg/5mg tablets (Lexon (UK) Ltd)	Dydrogesterone/Estradiol	5mg + 1mg	Tablet	Oral	06040101/06040103/06040105	Oestrogens And HRT/Progestogen Products Doubling (In House Use)/HRT Product - In Drug Tariff List (In House Use Only)	July 2019
83320	13930711000001105	1	07130020	Mercilon 150microgram/20microgram tablets (DE Pharmaceuticals)	Desogestrel/Ethinylestradiol	150microgram + 20microgram	Tablet	Oral	06040103/07030150	Progestogen Products Doubling (In House Use)/Combined Hormonal Contraceptives - Low Strength (Oral)	March 2021
52441	18577911000001103	2	10277020	Evorel Conti patches (DE Pharmaceuticals)	Norethisterone acetate/Estradiol	170microgram/24hour + 50microgram/24hour	Transdermal patch	Transdermal	06040101/06040103	Oestrogens And HRT/Progestogen Products Doubling (In House Use)	January 2013
44196	18030711000001101	165512	98949020	Nexplanon 68mg implant (Organon Pharma (UK) Ltd)	Etonogestrel	68mg	Implant	Subcutaneous	06040103/07030202	Progestogen Products Doubling (In House Use)/Parenteral Progestogen-Only Contraceptives	December 2010
57615	5384211000001101	448	06795020	Livial 2.5mg tablets (Waymade Healthcare Plc)	Tibolone	2.5mg	Tablet	Oral	06040101	Oestrogens And HRT	October 2013
37692	36064911000001108	11411	90861020	Estradiol 25micrograms/24hours transdermal patches	Estradiol	25microgram/24hour	Transdermal patch	Transdermal	06040101/06040105	Oestrogens And HRT/HRT Product - In Drug Tariff List (In House Use Only)	February 2009
82937	18062011000001105	2	10897020	Levonelle One Step 1.5mg tablets (Lexon (UK) Ltd)	Levonorgestrel	1.5mg	Tablet	Oral	06040103/07030550	Progestogen Products Doubling (In House Use)/Hormonal Methods	January 2021
80947	27925611000001100	1	31403021	Levonorgestrel 1.5mg tablets (Alliance Healthcare (Distribution) Ltd)	Levonorgestrel	1.5mg	Tablet	Oral	06040103/07030550	Progestogen Products Doubling (In House Use)/Hormonal Methods	June 2020
13582	2910911000001109	3172	78904020	Menorest 75 patches (Novartis Pharmaceuticals UK Ltd)	Estradiol	75microgram/24hour	Transdermal patch	Transdermal	06040101	Oestrogens And HRT	February 2009
18502	222515001000027103	419	83253020	Estradiol 75micrograms/24hr twice weekly patch	Estradiol	75micrograms/24 hours (2.25mg/unit)	Twice Weekly Patch	Transdermal	06040101	Oestrogens And HRT	February 2009
8162	199895001000027104	3820	76113020	Estradiol with norethisterone 0mcg/24hours(3.2mg/unit) with 1mg patch with tablet	Estradiol/Norethisterone	50mcg/24hours(3.2mg/unit) + 1mg	Patch And Tablets		06040101	Oestrogens And HRT	February 2009
71622	31992211000001104	1	61368021	Ethinylestradiol 35microgram / Norgestimate 250microgram tablets (Ennogen Healthcare Ltd)	Norgestimate/Ethinylestradiol	250microgram + 35microgram	Tablet	Oral	06040103/07030152	Progestogen Products Doubling (In House Use)/Combined Hormonal Contraceptives - Standard Strength (Oral)	February 2018
34749	37675001000027109	155	52739020	Prempak 1.25 Tablet (Wyeth Pharmaceuticals)	Norgestrel/Conjugated Oestrogens		Not applicable	Route of administration not applicable	06040101	Oestrogens And HRT	February 2009
11934	15621411000001104	1517	87750020	Conjugated oestrogens 300microgram / Medroxyprogesterone 1.5mg modified-release tablets	Medroxyprogesterone acetate/Conjugated oestrogens	1.5mg + 300microgram	Modified-release tablet	Oral	06040101/06040103/06040105/06060000	Oestrogens And HRT/Progestogen Products Doubling (In House Use)/HRT Product - In Drug Tariff List (In House Use Only)/Products Affecting Bone Metabolism	February 2009
1804	325480003	54357	55980020	Ethinylestradiol 10microgram tablets	Ethinylestradiol	10microgram	Tablet	Oral	06040101/08030100	Oestrogens And HRT/Oestrogens (In Malignant Disease)	February 2009
55551	21366211000001107	884	45387020	Estradiol 500micrograms / Dydrogesterone 2.5mg tablets	Estradiol/Dydrogesterone	500microgram + 2.5mg	Tablet	Oral	06040101/06040103/06040105	Oestrogens And HRT/Progestogen Products Doubling (In House Use)/HRT Product - In Drug Tariff List (In House Use Only)	June 2013
5195	519311000001107	117544	86394020	Femoston-conti 1mg/5mg tablets (Viatris UK Healthcare Ltd)	Dydrogesterone/Estradiol	5mg + 1mg	Tablet	Oral	06040101/06040103/06040105	Oestrogens And HRT/Progestogen Products Doubling (In House Use)/HRT Product - In Drug Tariff List (In House Use Only)	February 2009
2577	138215001000027102	4394	66262020	Progesterone 400mg suppositories	Progesterone	400mg	Suppository	Rectal	06040102	Progestogens And Progesterone Receptor Modulators	February 2009
87622	5559411000001109	11	06798020	Livial 2.5mg tablets (Dowelhurst Ltd)	Tibolone	2.5mg	Tablet	Oral	06040101	Oestrogens And HRT	February 2023
20856	792911000001100	311	56041020	Norethisterone 5mg tablets (Actavis UK Ltd)	Norethisterone	5mg	Tablet	Oral	06040102/08030200	Progestogens And Progesterone Receptor Modulators/Progestogens (In Malignant Disease)	February 2009
70318	33017111000001106	300	69990021	Yiznell 0.03mg/3mg tablets (Lupin Healthcare (UK) Ltd)	Drospirenone/Ethinylestradiol	3mg + 30microgram	Tablet	Oral	06040103/07030152	Progestogen Products Doubling (In House Use)/Combined Hormonal Contraceptives - Standard Strength (Oral)	September 2017
51546	19868611000001103	3	39313020	Climaval 2mg tablets (Lexon (UK) Ltd)	Estradiol valerate	2mg	Tablet	Oral	06040101	Oestrogens And HRT	January 2013
49666	17341611000001109	2010	07155020	Depo-Provera 150mg/1ml suspension for injection pre-filled syringes (Mawdsley-Brooks & Company Ltd)	Medroxyprogesterone acetate	150mg/1ml	Suspension for injection	Intramuscular	06040103/07030202	Progestogen Products Doubling (In House Use)/Parenteral Progestogen-Only Contraceptives	January 2013
10961	26275001000027107	199	51292020	Proluton depot 500mg/2ml Injection (Schering Health Care Ltd)	Hydroxyprogesterone Caproate	500mg/2ml	Injection	Intramuscular Injection	06040102	Progestogens And Progesterone Receptor Modulators	February 2009
87400	40926411000001102	27	03383022	Gina 10microgram vaginal tablets (Novo Nordisk Ltd)	Estradiol	10microgram	Pessary	Vaginal	06040101/06040105	Oestrogens And HRT/HRT Product - In Drug Tariff List (In House Use Only)	January 2023
6538	4501411000001105	606	78200020	FemTab 2mg tablets (Merck Serono Ltd)	Estradiol valerate	2mg	Tablet	Oral	06040101	Oestrogens And HRT	February 2009
5931	239811000001103	34843	79469020	Evista 60mg tablets (Daiichi Sankyo UK Ltd)	Raloxifene hydrochloride	60mg	Tablet	Oral	06040101/06040104	Oestrogens And HRT/Selective Estrogen Receptor Modulators (Serms)	February 2009
36863	11759511000001109	1380	93821020	Utrogestan 200mg capsules (Besins Healthcare (UK) Ltd)	Progesterone	200mg	Capsule	Oral	06040102/06040103/06040105	Progestogens And Progesterone Receptor Modulators/Progestogen Products Doubling (In House Use)/HRT Product - In Drug Tariff List (In House Use Only)	February 2009
74841	5292111000001106	54	06688020	Evorel 75 patches (Dowelhurst Ltd)	Estradiol	75microgram/24hour	Transdermal patch	Transdermal	06040101	Oestrogens And HRT	February 2019
6030	3049911000001108	30022	76552020	Nuvelle Continuous tablets (Bayer Plc)	Estradiol/Norethisterone acetate	2mg + 1mg	Tablet	Oral	06040101/06040103	Oestrogens And HRT/Progestogen Products Doubling (In House Use)	February 2009
65009	3464211000001100	82	12538020	Generic Trisequens tablets			Not applicable	Route of administration not applicable	06040101/06040103	Oestrogens And HRT/Progestogen Products Doubling (In House Use)	December 2015
60932	5402211000001102	167	10823020	Premique 0.625mg/5mg tablets (Waymade Healthcare Plc)	Medroxyprogesterone acetate/Conjugated oestrogens	5mg + 625microgram	Tablet	Oral	06040101/06060000	Oestrogens And HRT/Products Affecting Bone Metabolism	August 2014
1568	3355511000001103	85160	79535020	Tridestra tablets (Orion Pharma (UK) Ltd)			Not applicable	Route of administration not applicable	06040101/06040103/06040105	Oestrogens And HRT/Progestogen Products Doubling (In House Use)/HRT Product - In Drug Tariff List (In House Use Only)	February 2009
19432	3864111000001104	580	79538020	Estradiol valerate 1mg / Medroxyprogesterone 5mg tablets	Medroxyprogesterone acetate/Estradiol valerate	5mg + 1mg	Tablet	Oral	06040101/06040103/06040105	Oestrogens And HRT/Progestogen Products Doubling (In House Use)/HRT Product - In Drug Tariff List (In House Use Only)	February 2009
82493	5378511000001101	26	06825020	Kliofem tablets (Waymade Healthcare Plc)	Estradiol/Norethisterone acetate	2mg + 1mg	Tablet	Oral	06040101	Oestrogens And HRT	January 2021
80515	28080511000001104	2	40746021	Ethinylestradiol 30microgram / Drospirenone 3mg tablets (J M McGill Ltd)	Drospirenone/Ethinylestradiol	3mg + 30microgram	Tablet	Oral	06040103/07030152	Progestogen Products Doubling (In House Use)/Combined Hormonal Contraceptives - Standard Strength (Oral)	April 2020
3530	3347911000001102	138070	79436020	Femoston 1/10mg tablets (Viatris UK Healthcare Ltd)			Not applicable	Route of administration not applicable	06040101/06040103/06040105	Oestrogens And HRT/Progestogen Products Doubling (In House Use)/HRT Product - In Drug Tariff List (In House Use Only)	February 2009
54456	207035001000027107	8	78182020	Estradiol valerate with norgestrel 2mg+500micrograms tablets	Estradiol Valerate/Norgestrel				06040101	Oestrogens And HRT	April 2013
35742	242825001000027105	270	90887020	Estradiol 100micrograms/24hr once weekly patch	Estradiol	100micrograms/24 hours	Once Weekly Patch	Transdermal	06040101	Oestrogens And HRT	February 2009
40606	3657811000001104	23325	97263020	Sandrena 500microgram gel sachets (Orion Pharma (UK) Ltd)	Estradiol hemihydrate	500microgram	Gel	Transdermal	06040101/06040105	Oestrogens And HRT/HRT Product - In Drug Tariff List (In House Use Only)	October 2009
66394	15857111000001108	17	36637020	Medroxyprogesterone 10mg/5ml oral solution	Medroxyprogesterone acetate	2mg/1ml	Oral solution	Oral	06040102/06040103/08030200	Progestogens And Progesterone Receptor Modulators/Progestogen Products Doubling (In House Use)/Progestogens (In Malignant Disease)	June 2016
18437	212745001000027108	202	80122020	Estradiol 75micrograms/24hr twice weekly patch	Estradiol	75micrograms/24hours (6.57mg/unit)	Twice Weekly Patch	Transdermal	06040101	Oestrogens And HRT	February 2009
18383	36065511000001100	1913	74766020	Estradiol 80micrograms/24hours transdermal patches	Estradiol	80microgram/24hour	Transdermal patch	Transdermal	06040101	Oestrogens And HRT	February 2009
2882	327282005	9827	69524020	Medroxyprogesterone 200mg tablets	Medroxyprogesterone acetate	200mg	Tablet	Oral	06040103/08030200	Progestogen Products Doubling (In House Use)/Progestogens (In Malignant Disease)	February 2009
60739	22263611000001105	40	15416021	Yaz tablets (Imported (United States))	Drospirenone/Ethinylestradiol	3mg + 20microgram	Tablet	Oral	06040103/07030152	Progestogen Products Doubling (In House Use)/Combined Hormonal Contraceptives - Standard Strength (Oral)	August 2014
58789	23411311000001109	243	17826021	Levonorgestrel 1.5mg tablets (Consilient Health Ltd)	Levonorgestrel	1.5mg	Tablet	Oral	06040103/07030550	Progestogen Products Doubling (In House Use)/Hormonal Methods	February 2014
7175	3780211000001102	21036	81100020	Indivina 1mg/2.5mg tablets (Orion Pharma (UK) Ltd)	Medroxyprogesterone acetate/Estradiol valerate	2.5mg + 1mg	Tablet	Oral	06040101/06040103/06040105	Oestrogens And HRT/Progestogen Products Doubling (In House Use)/HRT Product - In Drug Tariff List (In House Use Only)	February 2009
44457	17346911000001108	103498	98661020	Gedarel 20microgram/150microgram tablets (Gedeon Richter (UK) Ltd)	Desogestrel/Ethinylestradiol	150microgram + 20microgram	Tablet	Oral	06040103/07030150	Progestogen Products Doubling (In House Use)/Combined Hormonal Contraceptives - Low Strength (Oral)	January 2011
82886	39006711000001108	39215	95903021	Vagirux 10microgram vaginal tablets (Gedeon Richter (UK) Ltd)	Estradiol	10microgram	Pessary	Vaginal	06040101/06040105	Oestrogens And HRT/HRT Product - In Drug Tariff List (In House Use Only)	January 2021
20393	41055001000027104	17	53164020	Mixogen Tablet (Organon Laboratories Ltd)	Ethinylestradiol/Methyltestosterone		Tablet	Oral	06040101	Oestrogens And HRT	February 2009
59414	22665311000001101	5	16810021	Desogestrel 75microgram tablets (Actavis UK Ltd)	Desogestrel	75microgram	Tablet	Oral	06040103/07030201	Progestogen Products Doubling (In House Use)/Oral Progestogen-Only Contraceptives	April 2014
70050	24684111000001107	15	27014021	Alenvona 150microgram/30microgram tablets (Teva UK Ltd)	Desogestrel/Ethinylestradiol	150microgram + 30microgram	Tablet	Oral	06040103/07030152	Progestogen Products Doubling (In House Use)/Combined Hormonal Contraceptives - Standard Strength (Oral)	September 2017
20888	2838711000001107	210	82526020	Adgyn Estro 2mg tablets (Kyowa Kirin Ltd)	Estradiol	2mg	Tablet	Oral	06040101	Oestrogens And HRT	February 2009
47281	18358111000001100	57	99915020	Elevin 150microgram/30microgram tablets (MedRx Licences Ltd)	Ethinylestradiol/Levonorgestrel	30microgram + 150microgram	Tablet	Oral	06040103/07030152	Progestogen Products Doubling (In House Use)/Combined Hormonal Contraceptives - Standard Strength (Oral)	May 2012
